,Structure,0
5296,SeGaAlTe+SeInAlS-1,-0.16592608
5297,SeGaAlTe+SeInAlS-2,-0.13922382
5298,SeGaAlTe+SeInAlS-3,-0.17141981
5299,SeGaAlTe+SeInAlTe,-0.18226843
5300,SeGaAlTe+SeInAlTe-1,-0.19166084
5301,SeGaAlTe+SeInAlTe-2,-0.18458265
5302,SeGaAlTe+SeInAlTe-3,-0.19382564
5303,SeGaAlTe+SeInGaS,-0.17185276
5304,SeGaAlTe+SeInGaS-1,-0.19152234
5305,SeGaAlTe+SeInGaS-2,-0.17741724
5306,SeGaAlTe+SeInGaS-3,-0.19820461
5307,SeGaAlTe+SeInGaTe,-0.18873675
5308,SeGaAlTe+SeInGaTe-1,-0.18914383
5309,SeGaAlTe+SeInGaTe-2,-0.18836555
5310,SeGaAlTe+SeInGaTe-3,-0.18947978
5311,SeGaAlTe+SGaAlSe,-0.03662991
5312,SeGaAlTe+SGaAlSe-1,-0.03289591
5313,SeGaAlTe+SGaAlSe-2,-0.04167575
5314,SeGaAlTe+SGaAlSe-3,-0.03929777
5315,SeGaAlTe+SGaAlTe,-0.19847305
5316,SeGaAlTe+SGaAlTe-1,-0.18276655
5317,SeGaAlTe+SGaAlTe-2,-0.20166519
5318,SeGaAlTe+SGaAlTe-3,-0.18767087
5319,SeGaAlTe+SInAlSe,-0.16472605
5320,SeGaAlTe+SInAlSe-1,-0.17415608
5321,SeGaAlTe+SInAlSe-2,-0.1697829
5322,SeGaAlTe+SInAlSe-3,-0.17875622
5323,SeGaAlTe+SInAlTe,-0.2050836
5324,SeGaAlTe+SInAlTe-1,-0.20636262
5325,SeGaAlTe+SInAlTe-2,-0.20908954
5326,SeGaAlTe+SInAlTe-3,-0.21037992
5327,SeGaAlTe+SInGaSe,-0.19327415
5328,SeGaAlTe+SInGaSe-1,-0.1899201
5329,SeGaAlTe+SInGaSe-2,-0.19720568
5330,SeGaAlTe+SInGaSe-3,-0.19583546
5331,SeGaAlTe+SInGaTe,-0.2150814
5332,SeGaAlTe+SInGaTe-1,-0.20695925
5333,SeGaAlTe+SInGaTe-2,-0.2160531
5334,SeGaAlTe+SInGaTe-3,-0.21050883
5335,SeGaAlTe+TeGaAlS,-0.16332905
5336,SeGaAlTe+TeGaAlS-1,-0.19455905
5337,SeGaAlTe+TeGaAlS-2,-0.16717488
5338,SeGaAlTe+TeGaAlS-3,-0.19875225
5339,SeGaAlTe+TeGaAlSe,-0.20306365
5340,SeGaAlTe+TeGaAlSe-1,-0.2198794
5341,SeGaAlTe+TeGaAlSe-2,-0.20515099
5342,SeGaAlTe+TeGaAlSe-3,-0.22211214
5343,SeGaAlTe+TeInAlS,-0.19211054
5344,SeGaAlTe+TeInAlS-1,-0.22681359
5345,SeGaAlTe+TeInAlS-2,-0.19406951
5346,SeGaAlTe+TeInAlS-3,-0.23077991
5347,SeGaAlTe+TeInAlSe,-0.18941224
5348,SeGaAlTe+TeInAlSe-1,-0.20954229
5349,SeGaAlTe+TeInAlSe-2,-0.19059873
5350,SeGaAlTe+TeInAlSe-3,-0.2114539
5351,SeGaAlTe+TeInGaS,-0.2057777
5352,SeGaAlTe+TeInGaS-1,-0.22737728
5353,SeGaAlTe+TeInGaS-2,-0.20815965
5354,SeGaAlTe+TeInGaS-3,-0.23337867
5355,SeGaAlTe+TeInGaSe,-0.1941499
5356,SeGaAlTe+TeInGaSe-1,-0.20101144
5357,SeGaAlTe+TeInGaSe-2,-0.19495363
5358,SeGaAlTe+TeInGaSe-3,-0.20475764
5359,Al2STe+Al2STe,-0.19033077
5360,Al2STe+Al2STe-1,-0.17163911
5361,Al2STe+Al2STe-2,-0.21837429
5362,Al2STe+Ga2SeTe,-0.18186964
5363,Al2STe+Ga2SeTe-1,-0.1897125
5364,Al2STe+Ga2SeTe-2,-0.16199029
5365,Al2STe+Ga2SeTe-3,-0.16461349
5366,Al2STe+Ga2SSe,-0.16730114
5367,Al2STe+Ga2SSe-1,-0.17942475
5368,Al2STe+Ga2SSe-2,-0.14239684
5369,Al2STe+Ga2SSe-3,-0.15248844
5370,Al2STe+Ga2STe,-0.20176781
5371,Al2STe+Ga2STe-1,-0.22235541
5372,Al2STe+Ga2STe-2,-0.18070965
5373,Al2STe+Ga2STe-3,-0.19540432
5374,Al2STe+GaAlS2,-0.03815833
5375,Al2STe+GaAlS2-1,-0.04844218
5376,Al2STe+GaAlS2-2,-0.01361092
5377,Al2STe+GaAlS2-3,-0.02141735
5378,Al2STe+GaAlSe2,-0.19766135
5379,Al2STe+GaAlSe2-1,-0.20657486
5380,Al2STe+GaAlSe2-2,-0.1750188
5381,Al2STe+GaAlSe2-3,-0.18179757
5382,Al2STe+GaAlTe2,-0.06321908
5383,Al2STe+GaAlTe2-1,-0.0688955
5384,Al2STe+GaAlTe2-2,-0.04488178
5385,Al2STe+GaAlTe2-3,-0.04919976
5386,Al2STe+In2SeTe,0.03809782
5387,Al2STe+In2SeTe-1,0.03578069
5388,Al2STe+In2SeTe-2,0.05401112
5389,Al2STe+In2SeTe-3,0.05912015
5390,Al2STe+In2SSe,-0.17291243
5391,Al2STe+In2SSe-1,-0.18061926
5392,Al2STe+In2SSe-2,-0.15062942
5393,Al2STe+In2SSe-3,-0.15556004
5394,Al2STe+In2STe,-0.04374457
5395,Al2STe+In2STe-1,-0.05466905
5396,Al2STe+In2STe-2,-0.02874595
5397,Al2STe+In2STe-3,-0.02857445
5398,Al2STe+InAlS2,-0.16171185
5399,Al2STe+InAlS2-1,-0.18495025
5400,Al2STe+InAlS2-2,-0.13944685
5401,Al2STe+InAlS2-3,-0.1540719
5402,Al2STe+InAlSe2,-0.19649431
5403,Al2STe+InAlSe2-1,-0.21278003
5404,Al2STe+InAlSe2-2,-0.17590303
5405,Al2STe+InAlSe2-3,-0.18593183
5406,Al2STe+InAlTe2,0.06800284
5407,Al2STe+InAlTe2-1,0.05835367
5408,Al2STe+InAlTe2-2,0.08279227
5409,Al2STe+InAlTe2-3,0.08036441
5410,Al2STe+InGaS2,-0.19264818
5411,Al2STe+InGaS2-1,-0.20247791
5412,Al2STe+InGaS2-2,-0.16847918
5413,Al2STe+InGaS2-3,-0.17349714
5414,Al2STe+InGaSe2,-0.20198868
5415,Al2STe+InGaSe2-1,-0.20866184
5416,Al2STe+InGaSe2-2,-0.18064199
5417,Al2STe+InGaSe2-3,-0.18164291
5418,Al2STe+InGaTe2,0.07262557
5419,Al2STe+InGaTe2-1,0.06923992
5420,Al2STe+InGaTe2-2,0.08750559
5421,Al2STe+InGaTe2-3,0.09162989
5422,Al2STe+SeGaAlS,-0.13346849
5423,Al2STe+SeGaAlS-1,-0.1565525
5424,Al2STe+SeGaAlS-2,-0.11059389
5425,Al2STe+SeGaAlS-3,-0.1291452
5426,Al2STe+SeGaAlTe,-0.18791477
5427,Al2STe+SeGaAlTe-1,-0.18523492
5428,Al2STe+SeGaAlTe-2,-0.16483042
5429,Al2STe+SeGaAlTe-3,-0.16539262
5430,Al2STe+SeInAlS,-0.1889851
5431,Al2STe+SeInAlS-1,-0.21952512
5432,Al2STe+SeInAlS-2,-0.16808002
5433,Al2STe+SeInAlS-3,-0.18998461
5434,Al2STe+SeInAlTe,-0.09572082
5435,Al2STe+SeInAlTe-1,-0.10240311
5436,Al2STe+SeInAlTe-2,-0.07522751
5437,Al2STe+SeInAlTe-3,-0.08010827
5438,Al2STe+SeInGaS,-0.20777915
5439,Al2STe+SeInGaS-1,-0.22701843
5440,Al2STe+SeInGaS-2,-0.18547413
5441,Al2STe+SeInGaS-3,-0.19723115
5442,Al2STe+SeInGaTe,-0.09375774
5443,Al2STe+SeInGaTe-1,-0.09363792
5444,Al2STe+SeInGaTe-2,-0.07246102
5445,Al2STe+SeInGaTe-3,-0.0724293
5446,Al2STe+SGaAlSe,-0.15293636
5447,Al2STe+SGaAlSe-1,-0.14954091
5448,Al2STe+SGaAlSe-2,-0.1281984
5449,Al2STe+SGaAlSe-3,-0.12444037
5450,Al2STe+SGaAlTe,-0.21685559
5451,Al2STe+SGaAlTe-1,-0.20030746
5452,Al2STe+SGaAlTe-2,-0.19048977
5453,Al2STe+SGaAlTe-3,-0.18056236
5454,Al2STe+SInAlSe,-0.20383194
5455,Al2STe+SInAlSe-1,-0.21144289
5456,Al2STe+SInAlSe-2,-0.18191585
5457,Al2STe+SInAlSe-3,-0.18530234
5458,Al2STe+SInAlTe,-0.15314427
5459,Al2STe+SInAlTe-1,-0.15196416
5460,Al2STe+SInAlTe-2,-0.13261775
5461,Al2STe+SInAlTe-3,-0.13001088
5462,Al2STe+SInGaSe,-0.21749118
5463,Al2STe+SInGaSe-1,-0.21457425
5464,Al2STe+SInGaSe-2,-0.19409921
5465,Al2STe+SInGaSe-3,-0.18898915
5466,Al2STe+SInGaTe,-0.15338549
5467,Al2STe+SInGaTe-1,-0.14573893
5468,Al2STe+SInGaTe-2,-0.13000119
5469,Al2STe+SInGaTe-3,-0.12456529
5470,Al2STe+TeGaAlS,-0.1926655
5471,Al2STe+TeGaAlS-1,-0.22420966
5472,Al2STe+TeGaAlS-2,-0.17324257
5473,Al2STe+TeGaAlS-3,-0.19671284
5474,Al2STe+TeGaAlSe,-0.18099628
5475,Al2STe+TeGaAlSe-1,-0.19849309
5476,Al2STe+TeGaAlSe-2,-0.16268336
5477,Al2STe+TeGaAlSe-3,-0.17318015
5478,Al2STe+TeInAlS,-0.17033606
5479,Al2STe+TeInAlS-1,-0.20653457
5480,Al2STe+TeInAlS-2,-0.15361947
5481,Al2STe+TeInAlS-3,-0.17589355
5482,Al2STe+TeInAlSe,-0.11707442
5483,Al2STe+TeInAlSe-1,-0.13960099
5484,Al2STe+TeInAlSe-2,-0.10231056
5485,Al2STe+TeInAlSe-3,-0.11209792
5486,Al2STe+TeInGaS,-0.16563335
5487,Al2STe+TeInGaS-1,-0.18921868
5488,Al2STe+TeInGaS-2,-0.14746358
5489,Al2STe+TeInGaS-3,-0.15843494
5490,Al2STe+TeInGaSe,-0.10921554
5491,Al2STe+TeInGaSe-1,-0.12021473
5492,Al2STe+TeInGaSe-2,-0.09326178
5493,Al2STe+TeInGaSe-3,-0.0923853
5494,SeInAlS+SeInAlS,-0.19288612
5495,SeInAlS+SeInAlS-1,-0.17276168
5496,SeInAlS+SeInAlS-2,-0.22593513
5497,SeInAlS+SeInAlTe,-0.07002599
5498,SeInAlS+SeInAlTe-1,-0.07121795
5499,SeInAlS+SeInAlTe-2,-0.03745921
5500,SeInAlS+SeInAlTe-3,-0.04132238
5501,SeInAlS+SeInGaS,-0.20673945
5502,SeInAlS+SeInGaS-1,-0.22721162
5503,SeInAlS+SeInGaS-2,-0.18361689
5504,SeInAlS+SeInGaS-3,-0.19465232
5505,SeInAlS+SeInGaTe,-0.06548823
5506,SeInAlS+SeInGaTe-1,-0.06177505
5507,SeInAlS+SeInGaTe-2,-0.03253421
5508,SeInAlS+SeInGaTe-3,-0.02926801
5509,SeInAlS+SGaAlSe,-0.17742016
5510,SeInAlS+SGaAlSe-1,-0.17201713
5511,SeInAlS+SGaAlSe-2,-0.1527498
5512,SeInAlS+SGaAlSe-3,-0.14680175
5513,SeInAlS+SGaAlTe,-0.2142432
5514,SeInAlS+SGaAlTe-1,-0.1956431
5515,SeInAlS+SGaAlTe-2,-0.18461736
5516,SeInAlS+SGaAlTe-3,-0.17284303
5517,SeInAlS+SInAlSe,-0.20475424
5518,SeInAlS+SInAlSe-1,-0.21099054
5519,SeInAlS+SInAlSe-2,-0.18193984
5520,SeInAlS+SInAlSe-3,-0.18126748
5521,SeInAlS+SInAlTe,-0.13236437
5522,SeInAlS+SInAlTe-1,-0.12580025
5523,SeInAlS+SInAlTe-2,-0.10331149
5524,SeInAlS+SInAlTe-3,-0.10101334
5525,SeInAlS+SInGaSe,-0.21624737
5526,SeInAlS+SInGaSe-1,-0.21021396
5527,SeInAlS+SInGaSe-2,-0.18869593
5528,SeInAlS+SInGaSe-3,-0.18174944
5529,SeInAlS+SInGaTe,-0.13179147
5530,SeInAlS+SInGaTe-1,-0.11835898
5531,SeInAlS+SInGaTe-2,-0.09979511
5532,SeInAlS+SInGaTe-3,-0.09268332
5533,SeInAlS+TeGaAlS,-0.19059323
5534,SeInAlS+TeGaAlS-1,-0.22650926
5535,SeInAlS+TeGaAlS-2,-0.16837909
5536,SeInAlS+TeGaAlS-3,-0.19292389
5537,SeInAlS+TeGaAlSe,-0.16860979
5538,SeInAlS+TeGaAlSe-1,-0.18750626
5539,SeInAlS+TeGaAlSe-2,-0.14228197
5540,SeInAlS+TeGaAlSe-3,-0.15375233
5541,SeInAlS+TeInAlS,-0.17268798
5542,SeInAlS+TeInAlS-1,-0.20080942
5543,SeInAlS+TeInAlS-2,-0.13418534
5544,SeInAlS+TeInAlS-3,-0.15555253
5545,SeInAlS+TeInAlSe,-0.1032967
5546,SeInAlS+TeInAlSe-1,-0.11803612
5547,SeInAlS+TeInAlSe-2,-0.06784408
5548,SeInAlS+TeInAlSe-3,-0.07653016
5549,SeInAlS+TeInGaS,-0.14642668
5550,SeInAlS+TeInGaS-1,-0.1772368
5551,SeInAlS+TeInGaS-2,-0.12122652
5552,SeInAlS+TeInGaS-3,-0.13474745
5553,SeInAlS+TeInGaSe,-0.08224102
5554,SeInAlS+TeInGaSe-1,-0.09589896
5555,SeInAlS+TeInGaSe-2,-0.05455875
5556,SeInAlS+TeInGaSe-3,-0.05480084
5557,SeInAlTe+SeInAlTe,-0.22717256
5558,SeInAlTe+SeInAlTe-1,-0.21577866
5559,SeInAlTe+SeInAlTe-2,-0.23886605
5560,SeInAlTe+SeInGaS,-0.09294408
5561,SeInAlTe+SeInGaS-1,-0.1154734
5562,SeInAlTe+SeInGaS-2,-0.08833094
5563,SeInAlTe+SeInGaS-3,-0.11255223
5564,SeInAlTe+SeInGaTe,-0.23961432
5565,SeInAlTe+SeInGaTe-1,-0.24133989
5566,SeInAlTe+SeInGaTe-2,-0.22658388
5567,SeInAlTe+SeInGaTe-3,-0.2288108
5568,SeInAlTe+SGaAlSe,0.12800133
5569,SeInAlTe+SGaAlSe-1,0.13012464
5570,SeInAlTe+SGaAlSe-2,0.13062176
5571,SeInAlTe+SGaAlSe-3,0.13202695
5572,SeInAlTe+SGaAlTe,-0.13628882
5573,SeInAlTe+SGaAlTe-1,-0.11970803
5574,SeInAlTe+SGaAlTe-2,-0.12742421
5575,SeInAlTe+SGaAlTe-3,-0.11151965
5576,SeInAlTe+SInAlSe,-0.0793063
5577,SeInAlTe+SInAlSe-1,-0.09077792
5578,SeInAlTe+SInAlSe-2,-0.07471955
5579,SeInAlTe+SInAlSe-3,-0.08593734
5580,SeInAlTe+SInAlTe,-0.21466426
5581,SeInAlTe+SInAlTe-1,-0.21719475
5582,SeInAlTe+SInAlTe-2,-0.20585548
5583,SeInAlTe+SInAlTe-3,-0.20653786
5584,SeInAlTe+SInGaSe,-0.12331814
5585,SeInAlTe+SInGaSe-1,-0.12005213
5586,SeInAlTe+SInGaSe-2,-0.11665315
5587,SeInAlTe+SInGaSe-3,-0.11781556
5588,SeInAlTe+SInGaTe,-0.23310274
5589,SeInAlTe+SInGaTe-1,-0.22409992
5590,SeInAlTe+SInGaTe-2,-0.21982375
5591,SeInAlTe+SInGaTe-3,-0.21450302
5592,SeInAlTe+TeGaAlS,-0.08544225
5593,SeInAlTe+TeGaAlS-1,-0.12104405
5594,SeInAlTe+TeGaAlS-2,-0.08018789
5595,SeInAlTe+TeGaAlS-3,-0.11289701
5596,SeInAlTe+TeGaAlSe,-0.17725431
5597,SeInAlTe+TeGaAlSe-1,-0.1958791
5598,SeInAlTe+TeGaAlSe-2,-0.16734741
5599,SeInAlTe+TeGaAlSe-3,-0.1853156
5600,SeInAlTe+TeInAlS,-0.16939664
5601,SeInAlTe+TeInAlS-1,-0.209224
5602,SeInAlTe+TeInAlS-2,-0.16050763
5603,SeInAlTe+TeInAlS-3,-0.19938454
5604,SeInAlTe+TeInAlSe,-0.21817442
5605,SeInAlTe+TeInAlSe-1,-0.24024127
5606,SeInAlTe+TeInAlSe-2,-0.2055922
5607,SeInAlTe+TeInAlSe-3,-0.22912019
5608,SeInAlTe+TeInGaS,-0.20536938
5609,SeInAlTe+TeInGaS-1,-0.23109375
5610,SeInAlTe+TeInGaS-2,-0.19665463
5611,SeInAlTe+TeInGaS-3,-0.22454376
5612,SeInAlTe+TeInGaSe,-0.23592393
5613,SeInAlTe+TeInGaSe-1,-0.24497283
5614,SeInAlTe+TeInGaSe-2,-0.22343081
5615,SeInAlTe+TeInGaSe-3,-0.23477383
5616,SeInGaS+SeInGaS,-0.21271441
5617,SeInGaS+SeInGaS-1,-0.19503724
5618,SeInGaS+SeInGaS-2,-0.23331137
5619,SeInGaS+SeInGaTe,-0.11505168
5620,SeInGaS+SeInGaTe-1,-0.10923876
5621,SeInGaS+SeInGaTe-2,-0.0879422
5622,SeInGaS+SeInGaTe-3,-0.08504036
5623,SeInGaS+SGaAlSe,-0.16274464
5624,SeInGaS+SGaAlSe-1,-0.15588181
5625,SeInGaS+SGaAlSe-2,-0.14390492
5626,SeInGaS+SGaAlSe-3,-0.13806655
5627,SeInGaS+SGaAlTe,-0.22711025
5628,SeInGaS+SGaAlTe-1,-0.20675636
5629,SeInGaS+SGaAlTe-2,-0.20395817
5630,SeInGaS+SGaAlTe-3,-0.18942857
5631,SeInGaS+SInAlSe,-0.2119854
5632,SeInGaS+SInAlSe-1,-0.21543862
5633,SeInGaS+SInAlSe-2,-0.19439391
5634,SeInGaS+SInAlSe-3,-0.19600402
5635,SeInGaS+SInAlTe,-0.16856926
5636,SeInGaS+SInAlTe-1,-0.15799998
5637,SeInGaS+SInAlTe-2,-0.14428792
5638,SeInGaS+SInAlTe-3,-0.13790966
5639,SeInGaS+SInGaSe,-0.2252314
5640,SeInGaS+SInGaSe-1,-0.21924123
5641,SeInGaS+SInGaSe-2,-0.20499488
5642,SeInGaS+SInGaSe-3,-0.19877216
5643,SeInGaS+SInGaTe,-0.16969903
5644,SeInGaS+SInGaTe-1,-0.15343762
5645,SeInGaS+SInGaTe-2,-0.14375056
5646,SeInGaS+SInGaTe-3,-0.13262496
5647,SeInGaS+TeGaAlS,-0.19921501
5648,SeInGaS+TeGaAlS-1,-0.23464975
5649,SeInGaS+TeGaAlS-2,-0.18258513
5650,SeInGaS+TeGaAlS-3,-0.21003368
5651,SeInGaS+TeGaAlSe,-0.19207368
5652,SeInGaS+TeGaAlSe-1,-0.2116379
5653,SeInGaS+TeGaAlSe-2,-0.1731849
5654,SeInGaS+TeGaAlSe-3,-0.18627549
5655,SeInGaS+TeInAlS,-0.19103818
5656,SeInGaS+TeInAlS-1,-0.22340681
5657,SeInGaS+TeInAlS-2,-0.17374992
5658,SeInGaS+TeInAlS-3,-0.19432697
5659,SeInGaS+TeInAlSe,-0.13891611
5660,SeInGaS+TeInAlSe-1,-0.15624078
5661,SeInGaS+TeInAlSe-2,-0.12324748
5662,SeInGaS+TeInAlSe-3,-0.12878193
5663,SeInGaS+TeInGaS,-0.17476953
5664,SeInGaS+TeInGaS-1,-0.20737426
5665,SeInGaS+TeInGaS-2,-0.1560771
5666,SeInGaS+TeInGaS-3,-0.17732766
5667,SeInGaS+TeInGaSe,-0.12507055
5668,SeInGaS+TeInGaSe-1,-0.13854854
5669,SeInGaS+TeInGaSe-2,-0.10513285
5670,SeInGaS+TeInGaSe-3,-0.11033296
5671,SeInGaTe+SeInGaTe,-0.24331231
5672,SeInGaTe+SeInGaTe-1,-0.23928296
5673,SeInGaTe+SeInGaTe-2,-0.24489075
5674,SeInGaTe+SGaAlSe,0.14249557
5675,SeInGaTe+SGaAlSe-1,0.14632585
5676,SeInGaTe+SGaAlSe-2,0.14145001
5677,SeInGaTe+SGaAlSe-3,0.143474
5678,SeInGaTe+SGaAlTe,-0.12887077
5679,SeInGaTe+SGaAlTe-1,-0.11267647
5680,SeInGaTe+SGaAlTe-2,-0.12761764
5681,SeInGaTe+SGaAlTe-3,-0.1141794
5682,SeInGaTe+SInAlSe,-0.0711831
5683,SeInGaTe+SInAlSe-1,-0.08217013
5684,SeInGaTe+SInAlSe-2,-0.07195045
5685,SeInGaTe+SInAlSe-3,-0.08499653
5686,SeInGaTe+SInAlTe,-0.21710546
5687,SeInGaTe+SInAlTe-1,-0.21684668
5688,SeInGaTe+SInAlTe-2,-0.21286965
5689,SeInGaTe+SInAlTe-3,-0.21527715
5690,SeInGaTe+SInGaSe,-0.1151048
5691,SeInGaTe+SInGaSe-1,-0.11315084
5692,SeInGaTe+SInGaSe-2,-0.11651427
5693,SeInGaTe+SInGaSe-3,-0.11719512
5694,SeInGaTe+SInGaTe,-0.23274538
5695,SeInGaTe+SInGaTe-1,-0.22450504
5696,SeInGaTe+SInGaTe-2,-0.22924699
5697,SeInGaTe+SInGaTe-3,-0.22368358
5698,SeInGaTe+TeGaAlS,-0.07819589
5699,SeInGaTe+TeGaAlS-1,-0.11281515
5700,SeInGaTe+TeGaAlS-2,-0.07753415
5701,SeInGaTe+TeGaAlS-3,-0.1127454
5702,SeInGaTe+TeGaAlSe,-0.1733181
5703,SeInGaTe+TeGaAlSe-1,-0.19214108
5704,SeInGaTe+TeGaAlSe-2,-0.17018442
5705,SeInGaTe+TeGaAlSe-3,-0.18959924
5706,SeInGaTe+TeInAlS,-0.16627532
5707,SeInGaTe+TeInAlS-1,-0.20561127
5708,SeInGaTe+TeInAlS-2,-0.16447669
5709,SeInGaTe+TeInAlS-3,-0.20596127
5710,SeInGaTe+TeInAlSe,-0.2190525
5711,SeInGaTe+TeInAlSe-1,-0.24113128
5712,SeInGaTe+TeInAlSe-2,-0.21421307
5713,SeInGaTe+TeInAlSe-3,-0.23902219
5714,SeInGaTe+TeInGaS,-0.20466243
5715,SeInGaTe+TeInGaS-1,-0.23077567
5716,SeInGaTe+TeInGaS-2,-0.20418474
5717,SeInGaTe+TeInGaS-3,-0.23307089
5718,SeInGaTe+TeInGaSe,-0.23879656
5719,SeInGaTe+TeInGaSe-1,-0.24802526
5720,SeInGaTe+TeInGaSe-2,-0.23519928
5721,SeInGaTe+TeInGaSe-3,-0.24695547
5722,SGaAlSe+SGaAlSe,-0.1836629
5723,SGaAlSe+SGaAlSe-1,-0.19081786
5724,SGaAlSe+SGaAlSe-2,-0.17888826
5725,SGaAlSe+SGaAlTe,-0.12616855
5726,SGaAlSe+SGaAlTe-1,-0.10919584
5727,SGaAlSe+SGaAlTe-2,-0.12985483
5728,SGaAlSe+SGaAlTe-3,-0.11407743
5729,SGaAlSe+SInAlSe,-0.13685038
5730,SGaAlSe+SInAlSe-1,-0.13967994
5731,SGaAlSe+SInAlSe-2,-0.14391135
5732,SGaAlSe+SInAlSe-3,-0.14408609
5733,SGaAlSe+SInAlTe,0.02928936
5734,SGaAlSe+SInAlTe-1,0.03761671
5735,SGaAlSe+SInAlTe-2,0.02644648
5736,SGaAlSe+SInAlTe-3,0.03655576
5737,SGaAlSe+SInGaSe,-0.13162203
5738,SGaAlSe+SInGaSe-1,-0.12652891
5739,SGaAlSe+SInGaSe-2,-0.13812679
5740,SGaAlSe+SInGaSe-3,-0.13201731
5741,SGaAlSe+SInGaTe,0.0434552
5742,SGaAlSe+SInGaTe-1,0.05266977
5743,SGaAlSe+SInGaTe-2,0.03767673
5744,SGaAlSe+SInGaTe-3,0.04750803
5745,SGaAlSe+TeGaAlS,-0.11687347
5746,SGaAlSe+TeGaAlS-1,-0.14245671
5747,SGaAlSe+TeGaAlS-2,-0.11945126
5748,SGaAlSe+TeGaAlS-3,-0.14746884
5749,SGaAlSe+TeGaAlSe,-0.0397833
5750,SGaAlSe+TeGaAlSe-1,-0.05253792
5751,SGaAlSe+TeGaAlSe-2,-0.04268968
5752,SGaAlSe+TeGaAlSe-3,-0.05643926
5753,SGaAlSe+TeInAlS,-0.053879
5754,SGaAlSe+TeInAlS-1,-0.07232424
5755,SGaAlSe+TeInAlS-2,-0.04631979
5756,SGaAlSe+TeInAlS-3,-0.07187744
5757,SGaAlSe+TeInAlSe,0.06915064
5758,SGaAlSe+TeInAlSe-1,0.06599052
5759,SGaAlSe+TeInAlSe-2,0.08480975
5760,SGaAlSe+TeInAlSe-3,0.06746449
5761,SGaAlSe+TeInGaS,-0.00502139
5762,SGaAlSe+TeInGaS-1,-0.0283942
5763,SGaAlSe+TeInGaS-2,-0.00690737
5764,SGaAlSe+TeInGaS-3,-0.02802251
5765,SGaAlSe+TeInGaSe,0.10712403
5766,SGaAlSe+TeInGaSe-1,0.10152041
5767,SGaAlSe+TeInGaSe-2,0.10952075
5768,SGaAlSe+TeInGaSe-3,0.10131977
5769,SGaAlTe+SGaAlTe,-0.20228177
5770,SGaAlTe+SGaAlTe-1,-0.21875568
5771,SGaAlTe+SGaAlTe-2,-0.18804367
5772,SGaAlTe+SInAlSe,-0.18388281
5773,SGaAlTe+SInAlSe-1,-0.18949079
5774,SGaAlTe+SInAlSe-2,-0.20147774
5775,SGaAlTe+SInAlSe-3,-0.20734703
5776,SGaAlTe+SInAlTe,-0.1622678
5777,SGaAlTe+SInAlTe-1,-0.15768058
5778,SGaAlTe+SInAlTe-2,-0.1756024
5779,SGaAlTe+SInAlTe-3,-0.16979135
5780,SGaAlTe+SInGaSe,-0.19979746
5781,SGaAlTe+SInGaSe-1,-0.19563561
5782,SGaAlTe+SInGaSe-2,-0.21807312
5783,SGaAlTe+SInGaSe-3,-0.2146331
5784,SGaAlTe+SInGaTe,-0.15978801
5785,SGaAlTe+SInGaTe-1,-0.15310788
5786,SGaAlTe+SInGaTe-2,-0.17735747
5787,SGaAlTe+SInGaTe-3,-0.16627808
5788,SGaAlTe+TeGaAlS,-0.17815475
5789,SGaAlTe+TeGaAlS-1,-0.20504794
5790,SGaAlTe+TeGaAlS-2,-0.19196834
5791,SGaAlTe+TeGaAlS-3,-0.22340135
5792,SGaAlTe+TeGaAlSe,-0.1820218
5793,SGaAlTe+TeGaAlSe-1,-0.19502692
5794,SGaAlTe+TeGaAlSe-2,-0.19377842
5795,SGaAlTe+TeGaAlSe-3,-0.21131881
5796,SGaAlTe+TeInAlS,-0.17692623
5797,SGaAlTe+TeInAlS-1,-0.200301
5798,SGaAlTe+TeInAlS-2,-0.18217039
5799,SGaAlTe+TeInAlS-3,-0.21783916
5800,SGaAlTe+TeInAlSe,-0.1388126
5801,SGaAlTe+TeInAlSe-1,-0.14717098
5802,SGaAlTe+TeInAlSe-2,-0.14403291
5803,SGaAlTe+TeInAlSe-3,-0.16427609
5804,SGaAlTe+TeInGaS,-0.16893854
5805,SGaAlTe+TeInGaS-1,-0.18792038
5806,SGaAlTe+TeInGaS-2,-0.18133226
5807,SGaAlTe+TeInGaS-3,-0.20692537
5808,SGaAlTe+TeInGaSe,-0.1283461
5809,SGaAlTe+TeInGaSe-1,-0.13116326
5810,SGaAlTe+TeInGaSe-2,-0.13970701
5811,SGaAlTe+TeInGaSe-3,-0.15042757
5812,SInAlSe+SInAlSe,-0.19592957
5813,SInAlSe+SInAlSe-1,-0.19211784
5814,SInAlSe+SInAlSe-2,-0.20028283
5815,SInAlSe+SInAlTe,-0.14434032
5816,SInAlSe+SInAlTe-1,-0.13957507
5817,SInAlSe+SInAlTe-2,-0.13630521
5818,SInAlSe+SInAlTe-3,-0.13391047
5819,SInAlSe+SInGaSe,-0.21011847
5820,SInAlSe+SInGaSe-1,-0.20240716
5821,SInAlSe+SInGaSe-2,-0.20306256
5822,SInAlSe+SInGaSe-3,-0.19715132
5823,SInAlSe+SInGaTe,-0.1442989
5824,SInAlSe+SInGaTe-1,-0.13327487
5825,SInAlSe+SInGaTe-2,-0.13487584
5826,SInAlSe+SInGaTe-3,-0.12378644
5827,SInAlSe+TeGaAlS,-0.18525762
