,Structure,0
17372,In2SeTe+SeInAlTe,-0.12538357
17373,In2SeTe+SeInAlTe-1,-0.12969146
17374,In2SeTe+SeInAlTe-2,-0.12037497
17375,In2SeTe+SeInAlTe-3,-0.12069848
17376,In2SeTe+SeInGaS,0.11082801
17377,In2SeTe+SeInGaS-1,0.0905618
17378,In2SeTe+SeInGaS-2,0.1259623
17379,In2SeTe+SeInGaS-3,0.10186217
17380,In2SeTe+SeInGaTe,-0.13669654
17381,In2SeTe+SeInGaTe-1,-0.13791267
17382,In2SeTe+SeInGaTe-2,-0.13049639
17383,In2SeTe+SeInGaTe-3,-0.12808217
17384,In2SeTe+SGaAlSe,0.40220004
17385,In2SeTe+SGaAlSe-1,0.40231999
17386,In2SeTe+SGaAlSe-2,0.412144
17387,In2SeTe+SGaAlSe-3,0.41810392
17388,In2SeTe+SGaAlTe,0.0585642
17389,In2SeTe+SGaAlTe-1,0.07600136
17390,In2SeTe+SGaAlTe-2,0.06569759
17391,In2SeTe+SGaAlTe-3,0.08577568
17392,In2SeTe+SInAlSe,0.1293707
17393,In2SeTe+SInAlSe-1,0.12123918
17394,In2SeTe+SInAlSe-2,0.13893526
17395,In2SeTe+SInAlSe-3,0.13500477
17396,In2SeTe+SInAlTe,-0.08372792
17397,In2SeTe+SInAlTe-1,-0.07999683
17398,In2SeTe+SInAlTe-2,-0.07862995
17399,In2SeTe+SInAlTe-3,-0.06707986
17400,In2SeTe+SInGaSe,0.0829554
17401,In2SeTe+SInGaSe-1,0.08033348
17402,In2SeTe+SInGaSe-2,0.09333159
17403,In2SeTe+SInGaSe-3,0.0942961
17404,In2SeTe+SInGaTe,-0.09974731
17405,In2SeTe+SInGaTe-1,-0.09169479
17406,In2SeTe+SInGaTe-2,-0.09278017
17407,In2SeTe+SInGaTe-3,-0.07947947
17408,In2SeTe+TeGaAlS,0.11359993
17409,In2SeTe+TeGaAlS-1,0.08841321
17410,In2SeTe+TeGaAlS-2,0.12347503
17411,In2SeTe+TeGaAlS-3,0.09520181
17412,In2SeTe+TeGaAlSe,-0.01329221
17413,In2SeTe+TeGaAlSe-1,-0.02783674
17414,In2SeTe+TeGaAlSe-2,-0.00515192
17415,In2SeTe+TeGaAlSe-3,-0.02123948
17416,In2SeTe+TeInAlS,-0.0182689
17417,In2SeTe+TeInAlS-1,-0.05301153
17418,In2SeTe+TeInAlS-2,-0.00809387
17419,In2SeTe+TeInAlS-3,-0.04625279
17420,In2SeTe+TeInAlSe,-0.10196073
17421,In2SeTe+TeInAlSe-1,-0.1244167
17422,In2SeTe+TeInAlSe-2,-0.09287699
17423,In2SeTe+TeInAlSe-3,-0.11829414
17424,In2SeTe+TeInGaS,-0.06479144
17425,In2SeTe+TeInGaS-1,-0.09550546
17426,In2SeTe+TeInGaS-2,-0.05414389
17427,In2SeTe+TeInGaS-3,-0.08898449
17428,In2SeTe+TeInGaSe,-0.12323618
17429,In2SeTe+TeInGaSe-1,-0.14183413
17430,In2SeTe+TeInGaSe-2,-0.11351886
17431,In2SeTe+TeInGaSe-3,-0.13554511
17432,In2SSe+In2SSe,-0.14964372
17433,In2SSe+In2SSe-1,-0.13706776
17434,In2SSe+In2SSe-2,-0.16128982
17435,In2SSe+In2STe,-0.10516781
17436,In2SSe+In2STe-1,-0.12789114
17437,In2SSe+In2STe-2,-0.09230855
17438,In2SSe+In2STe-3,-0.11720052
17439,In2SSe+InAlS2,0.0099156
17440,In2SSe+InAlS2-1,-0.00429393
17441,In2SSe+InAlS2-2,0.02225414
17442,In2SSe+InAlS2-3,0.00882733
17443,In2SSe+InAlSe2,-0.13206181
17444,In2SSe+InAlSe2-1,-0.14413849
17445,In2SSe+InAlSe2-2,-0.12045084
17446,In2SSe+InAlSe2-3,-0.13356394
17447,In2SSe+InAlTe2,-0.05953058
17448,In2SSe+InAlTe2-1,-0.06906375
17449,In2SSe+InAlTe2-2,-0.05098677
17450,In2SSe+InAlTe2-3,-0.05861954
17451,In2SSe+InGaS2,-0.03310697
17452,In2SSe+InGaS2-1,-0.04305076
17453,In2SSe+InGaS2-2,-0.02073779
17454,In2SSe+InGaS2-3,-0.03023306
17455,In2SSe+InGaSe2,-0.14511354
17456,In2SSe+InGaSe2-1,-0.15424806
17457,In2SSe+InGaSe2-2,-0.13314183
17458,In2SSe+InGaSe2-3,-0.14270858
17459,In2SSe+InGaTe2,-0.05538541
17460,In2SSe+InGaTe2-1,-0.06269045
17461,In2SSe+InGaTe2-2,-0.04407986
17462,In2SSe+InGaTe2-3,-0.05249685
17463,In2SSe+SeGaAlS,0.06883964
17464,In2SSe+SeGaAlS-1,0.05324821
17465,In2SSe+SeGaAlS-2,0.08112929
17466,In2SSe+SeGaAlS-3,0.0644829
17467,In2SSe+SeGaAlTe,-0.15734332
17468,In2SSe+SeGaAlTe-1,-0.14629122
17469,In2SSe+SeGaAlTe-2,-0.14679487
17470,In2SSe+SeGaAlTe-3,-0.13530906
17471,In2SSe+SeInAlS,-0.06330487
17472,In2SSe+SeInAlS-1,-0.08805132
17473,In2SSe+SeInAlS-2,-0.05141675
17474,In2SSe+SeInAlS-3,-0.0769156
17475,In2SSe+SeInAlTe,-0.14066617
17476,In2SSe+SeInAlTe-1,-0.13925519
17477,In2SSe+SeInAlTe-2,-0.1298922
17478,In2SSe+SeInAlTe-3,-0.12838231
17479,In2SSe+SeInGaS,-0.0942021
17480,In2SSe+SeInGaS-1,-0.11637711
17481,In2SSe+SeInGaS-2,-0.08183732
17482,In2SSe+SeInGaS-3,-0.10400373
17483,In2SSe+SeInGaTe,-0.14141899
17484,In2SSe+SeInGaTe-1,-0.13767528
17485,In2SSe+SeInGaTe-2,-0.1302912
17486,In2SSe+SeInGaTe-3,-0.12652661
17487,In2SSe+SGaAlSe,0.04636256
17488,In2SSe+SGaAlSe-1,0.05555792
17489,In2SSe+SGaAlSe-2,0.05796727
17490,In2SSe+SGaAlSe-3,0.06716269
17491,In2SSe+SGaAlTe,-0.13128884
17492,In2SSe+SGaAlTe-1,-0.10979938
17493,In2SSe+SGaAlTe-2,-0.12146072
17494,In2SSe+SGaAlTe-3,-0.09719724
17495,In2SSe+SInAlSe,-0.09563891
17496,In2SSe+SInAlSe-1,-0.09569081
17497,In2SSe+SInAlSe-2,-0.0834357
17498,In2SSe+SInAlSe-3,-0.08432835
17499,In2SSe+SInAlTe,-0.15606138
17500,In2SSe+SInAlTe-1,-0.14225223
17501,In2SSe+SInAlTe-2,-0.14440576
17502,In2SSe+SInAlTe-3,-0.13118059
17503,In2SSe+SInGaSe,-0.11665515
17504,In2SSe+SInGaSe-1,-0.11424063
17505,In2SSe+SInGaSe-2,-0.10446641
17506,In2SSe+SInGaSe-3,-0.10143298
17507,In2SSe+SInGaTe,-0.15947378
17508,In2SSe+SInGaTe-1,-0.14447482
17509,In2SSe+SInGaTe-2,-0.14864782
17510,In2SSe+SInGaTe-3,-0.13253981
17511,In2SSe+TeGaAlS,-0.09589166
17512,In2SSe+TeGaAlS-1,-0.12342223
17513,In2SSe+TeGaAlS-2,-0.08382488
17514,In2SSe+TeGaAlS-3,-0.11297912
17515,In2SSe+TeGaAlSe,-0.14303087
17516,In2SSe+TeGaAlSe-1,-0.15815694
17517,In2SSe+TeGaAlSe-2,-0.13182977
17518,In2SSe+TeGaAlSe-3,-0.14796357
17519,In2SSe+TeInAlS,-0.13259831
17520,In2SSe+TeInAlS-1,-0.16924278
17521,In2SSe+TeInAlS-2,-0.12261374
17522,In2SSe+TeInAlS-3,-0.15930255
17523,In2SSe+TeInAlSe,-0.13942437
17524,In2SSe+TeInAlSe-1,-0.16257309
17525,In2SSe+TeInAlSe-2,-0.12955193
17526,In2SSe+TeInAlSe-3,-0.15300331
17527,In2SSe+TeInGaS,-0.13973158
17528,In2SSe+TeInGaS-1,-0.17381035
17529,In2SSe+TeInGaS-2,-0.12743107
17530,In2SSe+TeInGaS-3,-0.16381913
17531,In2SSe+TeInGaSe,-0.13637106
17532,In2SSe+TeInGaSe-1,-0.15712368
17533,In2SSe+TeInGaSe-2,-0.12490132
17534,In2SSe+TeInGaSe-3,-0.14707451
17535,In2STe+In2STe,-0.15596139
17536,In2STe+In2STe-1,-0.13136348
17537,In2STe+In2STe-2,-0.17339183
17538,In2STe+InAlS2,0.20009433
17539,In2STe+InAlS2-1,0.17663582
17540,In2STe+InAlS2-2,0.22420343
17541,In2STe+InAlS2-3,0.20834938
17542,In2STe+InAlSe2,-0.04541272
17543,In2STe+InAlSe2-1,-0.05965665
17544,In2STe+InAlSe2-2,-0.02430177
17545,In2STe+InAlSe2-3,-0.03899923
17546,In2STe+InAlTe2,-0.14855497
17547,In2STe+InAlTe2-1,-0.15923149
17548,In2STe+InAlTe2-2,-0.13132247
17549,In2STe+InAlTe2-3,-0.14277392
17550,In2STe+InGaS2,0.12657252
17551,In2STe+InGaS2-1,0.11427238
17552,In2STe+InGaS2-2,0.15789241
17553,In2STe+InGaS2-3,0.14686231
17554,In2STe+InGaSe2,-0.07419526
17555,In2STe+InGaSe2-1,-0.08483867
17556,In2STe+InGaSe2-2,-0.05248702
17557,In2STe+InGaSe2-3,-0.06283028
17558,In2STe+InGaTe2,-0.15039462
17559,In2STe+InGaTe2-1,-0.15755739
17560,In2STe+InGaTe2-2,-0.13274103
17561,In2STe+InGaTe2-3,-0.14165101
17562,In2STe+SeGaAlS,0.29244034
17563,In2STe+SeGaAlS-1,0.27416426
17564,In2STe+SeGaAlS-2,0.31441795
17565,In2STe+SeGaAlS-3,0.29777223
17566,In2STe+SeGaAlTe,-0.09710157
17567,In2STe+SeGaAlTe-1,-0.09028016
17568,In2STe+SeGaAlTe-2,-0.08026952
17569,In2STe+SeGaAlTe-3,-0.07004146
17570,In2STe+SeInAlS,0.08111776
17571,In2STe+SeInAlS-1,0.05296191
17572,In2STe+SeInAlS-2,0.10330814
17573,In2STe+SeInAlS-3,0.07615519
17574,In2STe+SeInAlTe,-0.15301997
17575,In2STe+SeInAlTe-1,-0.15505399
17576,In2STe+SeInAlTe-2,-0.13723753
17577,In2STe+SeInAlTe-3,-0.13524695
17578,In2STe+SeInGaS,0.02114138
17579,In2STe+SeInGaS-1,0.00214166
17580,In2STe+SeInGaS-2,0.05088501
17581,In2STe+SeInGaS-3,0.02565533
17582,In2STe+SeInGaTe,-0.15983405
17583,In2STe+SeInGaTe-1,-0.16081128
17584,In2STe+SeInGaTe-2,-0.14316978
17585,In2STe+SeInGaTe-3,-0.13982165
17586,In2STe+SGaAlSe,0.26463461
17587,In2STe+SGaAlSe-1,0.26508384
17588,In2STe+SGaAlSe-2,0.28647525
17589,In2STe+SGaAlSe-3,0.29438584
17590,In2STe+SGaAlTe,-0.02301915
17591,In2STe+SGaAlTe-1,-0.00571955
17592,In2STe+SGaAlTe-2,-0.00551886
17593,In2STe+SGaAlTe-3,0.0170632
17594,In2STe+SInAlSe,0.0345556
17595,In2STe+SInAlSe-1,0.0282579
17596,In2STe+SInAlSe-2,0.05612157
17597,In2STe+SInAlSe-3,0.05399612
17598,In2STe+SInAlTe,-0.12878518
17599,In2STe+SInAlTe-1,-0.12143875
17600,In2STe+SInAlTe-2,-0.11078702
17601,In2STe+SInAlTe-3,-0.09840903
17602,In2STe+SInGaSe,-0.00342731
17603,In2STe+SInGaSe-1,-0.0062987
17604,In2STe+SInGaSe-2,0.01852927
17605,In2STe+SInGaSe-3,0.02143409
17606,In2STe+SInGaTe,-0.14031937
17607,In2STe+SInGaTe-1,-0.13216332
17608,In2STe+SInGaTe-2,-0.12247032
17609,In2STe+SInGaTe-3,-0.10709746
17610,In2STe+TeGaAlS,0.02372436
17611,In2STe+TeGaAlS-1,-0.00145726
17612,In2STe+TeGaAlS-2,0.04671519
17613,In2STe+TeGaAlS-3,0.01615945
17614,In2STe+TeGaAlSe,-0.07767141
17615,In2STe+TeGaAlSe-1,-0.09133131
17616,In2STe+TeGaAlSe-2,-0.05779189
17617,In2STe+TeGaAlSe-3,-0.07444036
17618,In2STe+TeInAlS,-0.07613067
17619,In2STe+TeInAlS-1,-0.11018019
17620,In2STe+TeInAlS-2,-0.05352849
17621,In2STe+TeInAlS-3,-0.09377654
17622,In2STe+TeInAlSe,-0.13598177
17623,In2STe+TeInAlSe-1,-0.15747951
17624,In2STe+TeInAlSe-2,-0.11469953
17625,In2STe+TeInAlSe-3,-0.14110525
17626,In2STe+TeInGaS,-0.11097521
17627,In2STe+TeInGaS-1,-0.14043179
17628,In2STe+TeInGaS-2,-0.0863061
17629,In2STe+TeInGaS-3,-0.12375627
17630,In2STe+TeInGaSe,-0.14947948
17631,In2STe+TeInGaSe-1,-0.16748614
17632,In2STe+TeInGaSe-2,-0.12788591
17633,In2STe+TeInGaSe-3,-0.15076372
17634,InAlS2+InAlS2,-0.12404833
17635,InAlS2+InAlS2-1,-0.11524707
17636,InAlS2+InAlS2-2,-0.13854876
17637,InAlS2+InAlSe2,-0.06552474
17638,InAlS2+InAlSe2-1,-0.07987596
17639,InAlS2+InAlSe2-2,-0.05400958
17640,InAlS2+InAlSe2-3,-0.06357935
17641,InAlS2+InAlTe2,0.32419782
17642,InAlS2+InAlTe2-1,0.32842208
17643,InAlS2+InAlTe2-2,0.36236829
17644,InAlS2+InAlTe2-3,0.35186909
17645,InAlS2+InGaS2,-0.12865655
17646,InAlS2+InGaS2-1,-0.13835109
17647,InAlS2+InGaS2-2,-0.11811105
17648,InAlS2+InGaS2-3,-0.12548196
17649,InAlS2+InGaSe2,-0.05237015
17650,InAlS2+InGaSe2-1,-0.06176494
17651,InAlS2+InGaSe2-2,-0.03865426
17652,InAlS2+InGaSe2-3,-0.04719705
17653,InAlS2+InGaTe2,0.35139249
17654,InAlS2+InGaTe2-1,0.34516179
17655,InAlS2+InGaTe2-2,0.3784157
17656,InAlS2+InGaTe2-3,0.37104258
17657,InAlS2+SeGaAlS,-0.12280499
17658,InAlS2+SeGaAlS-1,-0.1397178
17659,InAlS2+SeGaAlS-2,-0.11207985
17660,InAlS2+SeGaAlS-3,-0.12455775
17661,InAlS2+SeGaAlTe,-0.03278174
17662,InAlS2+SeGaAlTe-1,-0.02346721
17663,InAlS2+SeGaAlTe-2,-0.01837106
17664,InAlS2+SeGaAlTe-3,-0.00573194
17665,InAlS2+SeInAlS,-0.11203919
17666,InAlS2+SeInAlS-1,-0.13937333
17667,InAlS2+SeInAlS-2,-0.10229318
17668,InAlS2+SeInAlS-3,-0.12408293
17669,InAlS2+SeInAlTe,0.11984563
17670,InAlS2+SeInAlTe-1,0.11904918
17671,InAlS2+SeInAlTe-2,0.13402156
17672,InAlS2+SeInAlTe-3,0.13816566
17673,InAlS2+SeInGaS,-0.10560506
17674,InAlS2+SeInGaS-1,-0.12688334
17675,InAlS2+SeInGaS-2,-0.09270199
17676,InAlS2+SeInGaS-3,-0.11402708
17677,InAlS2+SeInGaTe,0.13132875
17678,InAlS2+SeInGaTe-1,0.1336791
17679,InAlS2+SeInGaTe-2,0.14752135
17680,InAlS2+SeInGaTe-3,0.15136006
17681,InAlS2+SGaAlSe,-0.13559598
17682,InAlS2+SGaAlSe-1,-0.12819905
17683,InAlS2+SGaAlSe-2,-0.12482014
17684,InAlS2+SGaAlSe-3,-0.11598514
17685,InAlS2+SGaAlTe,-0.10499967
17686,InAlS2+SGaAlTe-1,-0.0838177
17687,InAlS2+SGaAlTe-2,-0.0918375
17688,InAlS2+SGaAlTe-3,-0.06666744
17689,InAlS2+SInAlSe,-0.10965496
17690,InAlS2+SInAlSe-1,-0.11239061
17691,InAlS2+SInAlSe-2,-0.09980881
17692,InAlS2+SInAlSe-3,-0.09612441
17693,InAlS2+SInAlTe,0.02939008
17694,InAlS2+SInAlTe-1,0.04007065
17695,InAlS2+SInAlTe-2,0.04151844
17696,InAlS2+SInAlTe-3,0.05829673
17697,InAlS2+SInGaSe,-0.1038441
17698,InAlS2+SInGaSe-1,-0.10186674
17699,InAlS2+SInGaSe-2,-0.09193964
17700,InAlS2+SInGaSe-3,-0.08999058
17701,InAlS2+SInGaTe,0.03936167
17702,InAlS2+SInGaTe-1,0.05371198
17703,InAlS2+SInGaTe-2,0.05355601
17704,InAlS2+SInGaTe-3,0.07050867
17705,InAlS2+TeGaAlS,-0.09927216
17706,InAlS2+TeGaAlS-1,-0.12610239
17707,InAlS2+TeGaAlS-2,-0.0789784
17708,InAlS2+TeGaAlS-3,-0.10462046
17709,InAlS2+TeGaAlSe,-0.03193512
17710,InAlS2+TeGaAlSe-1,-0.04726696
17711,InAlS2+TeGaAlSe-2,-0.01603926
17712,InAlS2+TeGaAlSe-3,-0.02878153
17713,InAlS2+TeInAlS,-0.04853521
17714,InAlS2+TeInAlS-1,-0.07757196
17715,InAlS2+TeInAlS-2,-0.01513018
17716,InAlS2+TeInAlS-3,-0.04662506
17717,InAlS2+TeInAlSe,0.05906251
17718,InAlS2+TeInAlSe-1,0.0438305
17719,InAlS2+TeInAlSe-2,0.09447588
17720,InAlS2+TeInAlSe-3,0.07388299
17721,InAlS2+TeInGaS,0.00563223
17722,InAlS2+TeInGaS-1,-0.03878591
17723,InAlS2+TeInGaS-2,0.02405066
17724,InAlS2+TeInGaS-3,-0.00944735
17725,InAlS2+TeInGaSe,0.10313492
17726,InAlS2+TeInGaSe-1,0.07844053
17727,InAlS2+TeInGaSe-2,0.12520769
17728,InAlS2+TeInGaSe-3,0.10481417
17729,Al2SSe+Al2SSe,-0.13046509
17730,Al2SSe+Al2SSe-1,-0.11838773
17731,Al2SSe+Al2SSe-2,-0.14178508
17732,Al2SSe+Al2STe,-0.05275059
17733,Al2SSe+Al2STe-1,-0.07760551
17734,Al2SSe+Al2STe-2,-0.04071966
17735,Al2SSe+Al2STe-3,-0.06509997
17736,Al2SSe+Ga2SeTe,0.07626557
17737,Al2SSe+Ga2SeTe-1,0.06523175
17738,Al2SSe+Ga2SeTe-2,0.08847192
17739,Al2SSe+Ga2SeTe-3,0.07743213
17740,Al2SSe+Ga2SSe,-0.12805772
17741,Al2SSe+Ga2SSe-1,-0.13926897
17742,Al2SSe+Ga2SSe-2,-0.11534245
17743,Al2SSe+Ga2SSe-3,-0.1265182
17744,Al2SSe+Ga2STe,-0.01751869
17745,Al2SSe+Ga2STe-1,-0.03916665
17746,Al2SSe+Ga2STe-2,-0.00336875
17747,Al2SSe+Ga2STe-3,-0.02722843
17748,Al2SSe+GaAlS2,-0.11866957
17749,Al2SSe+GaAlS2-1,-0.12191925
17750,Al2SSe+GaAlS2-2,-0.10599035
17751,Al2SSe+GaAlS2-3,-0.10911917
17752,Al2SSe+GaAlSe2,-0.10403801
17753,Al2SSe+GaAlSe2-1,-0.10686736
17754,Al2SSe+GaAlSe2-2,-0.09193526
17755,Al2SSe+GaAlSe2-3,-0.09449157
17756,Al2SSe+GaAlTe2,0.30805577
17757,Al2SSe+GaAlTe2-1,0.30566439
17758,Al2SSe+GaAlTe2-2,0.31895289
17759,Al2SSe+GaAlTe2-3,0.31753395
17760,Al2SSe+In2SeTe,0.48011784
17761,Al2SSe+In2SeTe-1,0.47067414
17762,Al2SSe+In2SeTe-2,0.49239994
17763,Al2SSe+In2SeTe-3,0.48259234
17764,Al2SSe+In2SSe,0.09756651
17765,Al2SSe+In2SSe-1,0.08660618
17766,Al2SSe+In2SSe-2,0.11057066
17767,Al2SSe+In2SSe-3,0.09935889
17768,Al2SSe+In2STe,0.34407523
17769,Al2SSe+In2STe-1,0.32354901
17770,Al2SSe+In2STe-2,0.35741879
17771,Al2SSe+In2STe-3,0.33529257
17772,Al2SSe+InAlS2,-0.11773794
17773,Al2SSe+InAlS2-1,-0.13067269
17774,Al2SSe+InAlS2-2,-0.10654971
17775,Al2SSe+InAlS2-3,-0.11767787
17776,Al2SSe+InAlSe2,-0.00105792
17777,Al2SSe+InAlSe2-1,-0.01429413
17778,Al2SSe+InAlSe2-2,0.01013354
17779,Al2SSe+InAlSe2-3,-0.0020019
17780,Al2SSe+InAlTe2,0.51754665
17781,Al2SSe+InAlTe2-1,0.50801775
17782,Al2SSe+InAlTe2-2,0.52824501
17783,Al2SSe+InAlTe2-3,0.51924974
17784,Al2SSe+InGaS2,-0.11179311
17785,Al2SSe+InGaS2-1,-0.12105009
17786,Al2SSe+InGaS2-2,-0.09896497
17787,Al2SSe+InGaS2-3,-0.10806332
17788,Al2SSe+InGaSe2,0.01993619
17789,Al2SSe+InGaSe2-1,0.01112691
17790,Al2SSe+InGaSe2-2,0.03246866
17791,Al2SSe+InGaSe2-3,0.02319634
17792,Al2SSe+InGaTe2,0.53632747
17793,Al2SSe+InGaTe2-1,0.52833526
17794,Al2SSe+InGaTe2-2,0.54835682
17795,Al2SSe+InGaTe2-3,0.53940901
17796,Al2SSe+SeGaAlS,-0.12962109
17797,Al2SSe+SeGaAlS-1,-0.14408514
17798,Al2SSe+SeGaAlS-2,-0.11735615
17799,Al2SSe+SeGaAlS-3,-0.13155575
17800,Al2SSe+SeGaAlTe,0.05215514
17801,Al2SSe+SeGaAlTe-1,0.06133909
17802,Al2SSe+SeGaAlTe-2,0.06489869
17803,Al2SSe+SeGaAlTe-3,0.07413338
17804,Al2SSe+SeInAlS,-0.08326035
17805,Al2SSe+SeInAlS-1,-0.10710431
17806,Al2SSe+SeInAlS-2,-0.07077575
17807,Al2SSe+SeInAlS-3,-0.09452656
17808,Al2SSe+SeInAlTe,0.24494123
17809,Al2SSe+SeInAlTe-1,0.24447842
17810,Al2SSe+SeInAlTe-2,0.25693115
17811,Al2SSe+SeInAlTe-3,0.2568249
17812,Al2SSe+SeInGaS,-0.06449657
17813,Al2SSe+SeInGaS-1,-0.08532725
17814,Al2SSe+SeInGaS-2,-0.05193619
17815,Al2SSe+SeInGaS-3,-0.07275576
17816,Al2SSe+SeInGaTe,0.26164898
17817,Al2SSe+SeInGaTe-1,0.26256224
17818,Al2SSe+SeInGaTe-2,0.27357242
17819,Al2SSe+SeInGaTe-3,0.27536056
17820,Al2SSe+SGaAlSe,-0.14009565
17821,Al2SSe+SGaAlSe-1,-0.13116961
17822,Al2SSe+SGaAlSe-2,-0.12758519
17823,Al2SSe+SGaAlSe-3,-0.11875425
17824,Al2SSe+SGaAlTe,-0.04988526
17825,Al2SSe+SGaAlTe-1,-0.02980049
17826,Al2SSe+SGaAlTe-2,-0.03785249
17827,Al2SSe+SGaAlTe-3,-0.01649554
17828,Al2SSe+SInAlSe,-0.07010096
17829,Al2SSe+SInAlSe-1,-0.07002784
17830,Al2SSe+SInAlSe-2,-0.05665699
17831,Al2SSe+SInAlSe-3,-0.05698298
17832,Al2SSe+SInAlTe,0.13025083
17833,Al2SSe+SInAlTe-1,0.13922671
17834,Al2SSe+SInAlTe-2,0.14225191
17835,Al2SSe+SInAlTe-3,0.15414244
17836,Al2SSe+SInGaSe,-0.05499947
17837,Al2SSe+SInGaSe-1,-0.05272164
17838,Al2SSe+SInGaSe-2,-0.04234332
17839,Al2SSe+SInGaSe-3,-0.03992101
17840,Al2SSe+SInGaTe,0.14561788
17841,Al2SSe+SInGaTe-1,0.15817123
17842,Al2SSe+SInGaTe-2,0.15790929
17843,Al2SSe+SInGaTe-3,0.17088744
17844,Al2SSe+TeGaAlS,-0.04406575
17845,Al2SSe+TeGaAlS-1,-0.06951581
17846,Al2SSe+TeGaAlS-2,-0.03171007
17847,Al2SSe+TeGaAlS-3,-0.05751193
17848,Al2SSe+TeGaAlSe,0.0511695
17849,Al2SSe+TeGaAlSe-1,0.03719037
17850,Al2SSe+TeGaAlSe-2,0.06293703
17851,Al2SSe+TeGaAlSe-3,0.04914843
17852,Al2SSe+TeInAlS,0.04049439
17853,Al2SSe+TeInAlS-1,0.00987046
17854,Al2SSe+TeInAlS-2,0.05198347
17855,Al2SSe+TeInAlS-3,0.0215451
17856,Al2SSe+TeInAlSe,0.18681166
17857,Al2SSe+TeInAlSe-1,0.16948529
17858,Al2SSe+TeInAlSe-2,0.19786375
17859,Al2SSe+TeInAlSe-3,0.1812242
17860,Al2SSe+TeInGaS,0.09547352
17861,Al2SSe+TeInGaS-1,0.06408775
17862,Al2SSe+TeInGaS-2,0.1081042
17863,Al2SSe+TeInGaS-3,0.07566711
17864,Al2SSe+TeInGaSe,0.228074
17865,Al2SSe+TeInGaSe-1,0.20872224
17866,Al2SSe+TeInGaSe-2,0.24053348
17867,Al2SSe+TeInGaSe-3,0.22049709
17868,InAlSe2+InAlSe2,-0.14391239
17869,InAlSe2+InAlSe2-1,-0.13199336
17870,InAlSe2+InAlSe2-2,-0.15842063
17871,InAlSe2+InAlTe2,0.03505014
17872,InAlSe2+InAlTe2-1,0.02745798
17873,InAlSe2+InAlTe2-2,0.05436362
17874,InAlSe2+InAlTe2-3,0.04395636
17875,InAlSe2+InGaS2,-0.09548896
17876,InAlSe2+InGaS2-1,-0.10614203
17877,InAlSe2+InGaS2-2,-0.08450297
17878,InAlSe2+InGaS2-3,-0.09513748
17879,InAlSe2+InGaSe2,-0.14931801
17880,InAlSe2+InGaSe2-1,-0.15851242
17881,InAlSe2+InGaSe2-2,-0.13577463
17882,InAlSe2+InGaSe2-3,-0.14636921
17883,InAlSe2+InGaTe2,0.04533641
17884,InAlSe2+InGaTe2-1,0.03679303
17885,InAlSe2+InGaTe2-2,0.06235019
17886,InAlSe2+InGaTe2-3,0.0549833
17887,InAlSe2+SeGaAlS,-0.0249733
17888,InAlSe2+SeGaAlS-1,-0.04066851
17889,InAlSe2+SeGaAlS-2,-0.01264412
17890,InAlSe2+SeGaAlS-3,-0.02807365
17891,InAlSe2+SeGaAlTe,-0.15276292
17892,InAlSe2+SeGaAlTe-1,-0.14280673
17893,InAlSe2+SeGaAlTe-2,-0.13737889
17894,InAlSe2+SeGaAlTe-3,-0.12910641
17895,InAlSe2+SeInAlS,-0.11070327
17896,InAlSe2+SeInAlS-1,-0.13794077
17897,InAlSe2+SeInAlS-2,-0.10020161
17898,InAlSe2+SeInAlS-3,-0.12408744
17899,InAlSe2+SeInAlTe,-0.09259216
17900,InAlSe2+SeInAlTe-1,-0.0920456
17901,InAlSe2+SeInAlTe-2,-0.07654642
17902,InAlSe2+SeInAlTe-3,-0.07815905
17903,InAlSe2+SeInGaS,-0.13084999
17904,InAlSe2+SeInGaS-1,-0.15206796
17905,InAlSe2+SeInGaS-2,-0.11809297
17906,InAlSe2+SeInGaS-3,-0.14068586
17907,InAlSe2+SeInGaTe,-0.08730298
17908,InAlSe2+SeInGaTe-1,-0.08575954
17909,InAlSe2+SeInGaTe-2,-0.07243666
17910,InAlSe2+SeInGaTe-3,-0.07009607
17911,InAlSe2+SGaAlSe,-0.04259957
17912,InAlSe2+SGaAlSe-1,-0.03593755
17913,InAlSe2+SGaAlSe-2,-0.03180151
17914,InAlSe2+SGaAlSe-3,-0.0218453
17915,InAlSe2+SGaAlTe,-0.15466925
17916,InAlSe2+SGaAlTe-1,-0.13538439
17917,InAlSe2+SGaAlTe-2,-0.14287108
17918,InAlSe2+SGaAlTe-3,-0.11950248
17919,InAlSe2+SInAlSe,-0.13205738
17920,InAlSe2+SInAlSe-1,-0.13604939
17921,InAlSe2+SInAlSe-2,-0.12180622
17922,InAlSe2+SInAlSe-3,-0.12035963
17923,InAlSe2+SInAlTe,-0.12920395
17924,InAlSe2+SInAlTe-1,-0.12059011
17925,InAlSe2+SInAlTe-2,-0.11721472
17926,InAlSe2+SInAlTe-3,-0.10432701
17927,InAlSe2+SInGaSe,-0.14590334
17928,InAlSe2+SInGaSe-1,-0.1444192
17929,InAlSe2+SInGaSe-2,-0.13381017
17930,InAlSe2+SInGaSe-3,-0.13130546
17931,InAlSe2+SInGaTe,-0.12943978
17932,InAlSe2+SInGaTe-1,-0.11717178
17933,InAlSe2+SInGaTe-2,-0.11571145
17934,InAlSe2+SInGaTe-3,-0.10142422
