index_label,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,CBM-up,VBM-up,CBM-down,VBM-down
174,InGaSe2+SeGaAlTe-1,1.724,Direct,3.945,0.1619,0.4578,0.2586,0.3522,6,-3.5409465,-5.2646465,-4.112287,-5.835987
175,InS+SInGaSe-1,2.062,Indirect,3.887,0.4396,0.1874,0.4111,0.2693,6,-4.2253538,-6.2878538,-4.2726115,-6.3351115
176,InS+InAlTe2,-0.313,Direct,4.075,0.6065,0.0658,0.1854,0.4562,3,-5.2243076,-4.9116076,-5.2183704,-4.9056704
177,InS+Ga2SeTe,1.605,Direct,3.948,0.1852,0.4541,0.678,0,5,-4.1594673,-5.7640673,-4.2064969,-5.8110969
178,InGaTe2+SGaAlTe-1,0.836,Direct,4.062,0.5538,0.0247,0.0009,0.6812,2,-3.6442626,-4.4800626,-4.4238487,-5.2596487
179,InGaTe2+SeInAlTe,1.679,Indirect,4.16,0.0162,0.5251,0.4378,0.1765,5,-4.0452948,-5.7240948,-3.9603314,-5.6391314
180,InGaTe2+SeGaAlTe-2,1.671,Indirect,4.094,0.4333,0.178,0.4588,0.1382,6,-4.4033329,-6.0739329,-3.7479176,-5.4185176
181,InS+TeGaAlSe,1.147,Direct,3.93,0.0803,0.5457,0.6778,0,2,-4.3507379,-5.4981379,-4.3134082,-5.4608082
182,InS+SeGaAlTe-1,1.842,Direct,3.94,0.1489,0.4702,0.3361,0.2574,6,-3.9314556,-5.7730556,-4.0135168,-5.8551168
183,InGaTe2+SeGaAlTe,1.691,Indirect,4.096,0.0258,0.5165,0.4835,0.1081,2,-3.9803467,-5.6717467,-3.8968077,-5.5882077
184,InGaTe2+SeInGaTe,1.505,Indirect,4.165,0.3616,0.2625,0.4395,0.2298,6,-4.3099269,-5.8148269,-3.6847172,-5.1896172
185,InS+Al2SeTe,1.731,Direct,3.925,0.0549,0.5593,0.5532,0,2,-4.1302442,-5.8614442,-4.159854,-5.891054
186,InGaTe2+SGaAlSe,1.244,Direct,3.966,0.5215,0.0595,0.0004,0.6922,2,-4.7542171,-5.9982171,-3.6282454,-4.8722454
187,InS+SInAlSe,1.929,Indirect,3.872,0.0772,0.5409,0.5258,0.0794,2,-4.6616851,-6.5902851,-4.5757529,-6.5043529
188,InGaSe2+SeInAlTe,1.254,Indirect,4.009,0.0947,0.5443,0.4473,0.1657,5,-4.800606,-6.054706,-4.7117415,-5.9658415
189,InS+InAlSe2,1.748,Indirect,3.912,0.0801,0.5428,0.5307,0.0862,2,-4.9324583,-6.6803583,-4.2830999,-6.0309999
190,InGaTe2+SInAlSe,1.456,Direct,4.036,0.4623,0.0581,0.0005,0.6843,2,-4.3031023,-5.7588023,-4.2073073,-5.6630073
191,InS+GaAlSe2,1.871,Indirect,3.848,0.0742,0.5428,0.5233,0.0636,2,-4.3229358,-6.1942358,-4.2863587,-6.1576587
192,InS+In2SSe,1.958,Direct,3.961,0.2644,0.3622,0.2893,0.3623,6,-4.3037568,-6.2614568,-4.5738929,-6.5315929
193,InS+TeInAlSe,0.41,Direct,3.98,0.6881,0,0.6892,0,1,-4.833231,-5.243531,-4.8418577,-5.2521577
194,InGaSe2+SGaAlTe-1,1.895,Direct,3.899,0.4619,0.1305,0.2109,0.4144,6,-3.3441951,-5.2392951,-4.0947027,-5.9898027
195,InS+Ga2STe,1.658,Direct,3.903,0.4855,0.1524,0.6854,0,5,-3.7336189,-5.3914189,-4.4135011,-6.0713011
196,InS+InGaSe2,1.763,Indirect,3.926,0.2512,0.3804,0.5359,0.1496,6,-4.4920689,-6.2548689,-4.4805393,-6.2433393
197,InS+SInAlTe-1,2.049,Direct,3.964,0.1292,0.4931,0.22,0.3998,6,-3.8204728,-5.8691728,-3.9394597,-5.9881597
198,InGaSe2+SInAlTe-1,1.8,Indirect,3.973,0.1425,0.4761,0.135,0.5306,6,-3.2884741,-5.0888741,-4.2460182,-6.0464182
199,InGaSe2+InGaSe2,1.67,Indirect,3.93,0.2618,0.3676,0.4382,0.2577,6,-4.3421829,-6.0123829,-4.3040904,-5.9742904
200,InS+GaAlTe2,1.126,Indirect,4.027,0.1197,0.5071,0.4523,0.107,2,-4.6604868,-5.7868868,-4.654529,-5.780929
201,InGaSe2+SGaAlSe-1,2.26,Indirect,3.808,0.2999,0.0395,0.3119,0.3302,5,-3.5200665,-5.7798665,-3.5620955,-5.8218955
202,InGaTe2+SeGaAlS,1.121,Direct,3.959,0.5118,0.0258,0.0003,0.6926,2,-4.1241121,-5.2451121,-4.0632998,-5.1842998
203,InGaSe2+TeGaAlSe,1.196,Direct,3.936,0.0672,0.5647,0.6766,0,2,-4.1962475,-5.3922475,-4.1670006,-5.3630006
204,InGaSe2+InGaTe2,0.848,Direct,4.095,0.1872,0.4742,0.68,0,5,-4.6630496,-5.5110496,-4.6622966,-5.5102966
205,InS+InGaS2,2.049,Indirect,3.839,0.5186,0.1205,0.5087,0.1654,5,-4.5510429,-6.5996429,-4.5315527,-6.5801527
206,InS+SGaAlTe-1,2.098,Direct,3.896,0.4118,0.1843,0.3024,0.3022,6,-3.8031319,-5.9010319,-3.9016266,-5.9995266
207,InS+TeInGaSe,0.831,Direct,3.999,0.3095,0.3328,0.6908,0,5,-4.4757702,-5.3065702,-4.5066192,-5.3374192
208,InS+TeInGaS,0.604,Direct,3.954,0.5621,0.0774,0.6956,0,1,-4.2735236,-4.8775236,-4.7663172,-5.3703172
209,InGaTe2+SInGaSe,0.929,Direct,4.052,0.5285,0.1138,0.0017,0.6821,2,-4.6446429,-5.5733429,-4.5878841,-5.5165841
210,InGaTe2+SGaAlTe-2,1.585,Direct,4.059,0.4571,0.1498,0,0.6838,5,-4.2745242,-5.8597242,-4.1974744,-5.7826744
211,InGaTe2+SInAlTe,1.729,Indirect,4.122,0.0166,0.5275,0.4607,0.1441,5,-4.7232049,-6.4522049,-3.5064063,-5.2354063
212,InS+In2SeTe,1.093,Direct,4.072,0.1532,0.4956,0.6833,0,5,-4.3553711,-5.4485711,-4.8122409,-5.9054409
213,InGaSe2+SeInGaS,1.734,Indirect,3.883,0.5412,0.0951,0.3659,0.326,5,-4.4721395,-6.2056395,-4.2262012,-5.9597012
214,InS+Ga2SSe,2.157,Indirect,3.812,0.4761,0.162,0.5484,0.1249,5,-4.0794028,-6.2360028,-4.104842,-6.261442
215,InS+SInGaTe-1,1.923,Indirect,3.977,0.1643,0.474,0.3494,0.3214,6,-4.0745063,-5.9973063,-4.1560896,-6.0788896
216,InGaTe2+TeGaAlSe,1.691,Indirect,4.09,0.4313,0.0522,0.399,0.212,5,-3.8242126,-5.5148126,-3.7944599,-5.4850599
217,InGaSe2+SInGaSe-1,1.851,Indirect,3.893,0.4664,0.1603,0.2648,0.4269,6,-4.0854447,-5.9361447,-4.1030417,-5.9537417
218,InS+SGaAlSe-1,2.446,Indirect,3.8,0.2925,0.0531,0.425,0.1846,5,-3.6773476,-6.1229476,-3.749268,-6.194868
219,InGaTe2+SeInGaS,-0.096,Direct,4.044,0.1901,0.4763,0.3893,0.2594,3,-5.1674031,-5.0714031,-4.8907788,-4.7947788
220,SeGaAlS+SInGaSe-2,2.43,Indirect,3.771,0.1922,0.1652,0.1494,0.457,6,-4.0699294,-6.4995294,-4.0612542,-6.4908542
221,InSe+GaAlSe2,1.97,Indirect,3.92,0.2422,0.3412,0.5141,0.0857,5,-4.311856,-6.282356,-3.8076253,-5.7781253
222,SeGaAlS+TeInGaS-2,0.449,Direct,3.831,0.7054,0,0.7076,0,1,-4.4185064,-4.8674064,-4.5167994,-4.9656994
223,InSe+InGaSe2,1.55,Indirect,3.999,0.4987,0.1286,0.4779,0.2158,6,-4.5501206,-6.1005206,-4.4142694,-5.9646694
224,SeGaAlS+TeGaAlSe,0.997,Indirect,3.817,0.0091,0.2546,0.6961,0,2,-3.7706433,-4.7675433,-3.6958279,-4.6927279
225,InTe+SInAlTe,1.825,Indirect,4.183,0.4394,0.1627,0.4839,0.1205,5,-4.5819753,-6.4066753,-3.5318239,-5.3565239
226,InTe+GaAlSe2,1.302,Direct,4.066,0.5041,0.0521,0.0002,0.6798,2,-4.7168545,-6.0186545,-4.0992352,-5.4010352
227,InSe+GaAlS2,2.264,Indirect,3.823,0.4003,0.1732,0.5203,0.0685,5,-4.4512772,-6.7153772,-3.6944962,-5.9585962
228,SeGaAlS+SGaAlSe-3,2.075,Indirect,3.686,0.3222,0.0081,0.0725,0.5075,2,-3.2547761,-5.3295761,-4.548526,-6.623326
229,InSe+SGaAlTe-1,1.728,Direct,3.969,0.5531,0.0322,0.2231,0.4126,5,-3.4724581,-5.2004581,-4.499563,-6.227563
230,InSe+InAlTe2,0.992,Direct,4.152,0.1243,0.4985,0.6726,0,2,-4.6982119,-5.6904119,-4.3893684,-5.3815684
231,InSe+SInAlSe,2.028,Indirect,3.946,0.2248,0.3458,0.506,0.1106,5,-4.377606,-6.405206,-4.2973953,-6.3249953
232,InTe+SeInAlTe,1.774,Indirect,4.222,0.4154,0.1634,0.4721,0.138,6,-3.987482,-5.761882,-3.9153282,-5.6897282
233,InSe+Ga2STe,1.639,Indirect,3.976,0.6096,0.0285,0.3898,0.2895,5,-4.1514826,-5.7903826,-4.2068927,-5.8457927
234,InSe+SGaAlSe-1,1.996,Indirect,3.873,0.5378,0.0515,0.337,0.3051,5,-3.5170258,-5.5132258,-4.3512494,-6.3474494
235,SeGaAlS+TeInAlSe-2,0.423,Direct,3.865,0.0499,0.4711,0.7009,0.0009,2,-3.9955965,-4.4189965,-4.2053893,-4.6287893
236,InSe+SeInAlTe,1.464,Indirect,4.078,0.0991,0.5159,0.4861,0.1176,2,-4.8883699,-6.3524699,-4.1697283,-5.6338283
237,SeGaAlTe+SInAlTe-3,1.479,Indirect,3.982,0.3415,0.0098,0.0506,0.5124,2,-3.0249092,-4.5038092,-4.7518351,-6.2307351
238,SeGaAlS+SeGaAlTe-1,2.014,Indirect,3.822,0.0527,0.2289,0.569,0,2,-3.3645183,-5.3785183,-3.3792142,-5.3932142
239,InSe+TeGaAlSe,1.686,Direct,4.003,0.1429,0.4473,0.666,0,5,-4.0609793,-5.7468793,-3.9641646,-5.6500646
240,InSe+SInGaSe-1,1.628,Indirect,3.963,0.5398,0.0949,0.3561,0.3349,5,-4.444824,-6.072424,-4.474246,-6.101846
241,SeGaAlS+TeGaAlSe-2,1.404,Indirect,3.816,0.0526,0.2175,0.6963,0,2,-3.7896981,-5.1933981,-3.8311279,-5.2348279
242,SeGaAlS+SeGaAlTe-3,2.071,Indirect,3.821,0.3166,0.0466,0.103,0.4821,2,-3.0806997,-5.1516997,-4.3252213,-6.3962213
243,InTe+SeGaAlTe,1.537,Indirect,4.158,0.4847,0.1164,0.5104,0.0777,1,-4.5897247,-6.1265247,-3.746176,-5.282976
244,InSe+Ga2SSe,1.724,Indirect,3.888,0.5955,0.0484,0.4683,0.2149,5,-4.3461262,-6.0704262,-4.3676902,-6.0919902
245,InTe+Ga2SSe,0.237,Direct,4.033,0.0005,0.6811,0.0005,0.6823,1,-5.1586542,-5.3956542,-5.1455487,-5.3825487
246,SeGaAlS+SInAlSe-2,2.485,Indirect,3.759,0.0639,0.209,0.2294,0.3657,6,-4.5646566,-7.0493566,-3.9619507,-6.4466507
247,SeGaAlS+TeInGaSe-2,0.98,Direct,3.878,0.4153,0.1924,0.7036,0,5,-3.978066,-4.958366,-4.0490627,-5.0293627
248,SeGaAlTe+SGaAlSe-3,1.342,Indirect,3.825,0.3128,0.0073,0.0003,0.5683,2,-3.2919014,-4.6344014,-4.6999364,-6.0424364
249,InSe+GaAlTe2,1.336,Indirect,4.093,0.1018,0.5145,0.4517,0.1177,5,-4.3927952,-5.7284952,-4.2000982,-5.5357982
250,InTe+SInGaTe,1.407,Indirect,4.198,0.4997,0.1516,0.4784,0.179,6,-4.6943138,-6.1014138,-3.9885084,-5.3956084
251,SeGaAlS+SGaAlTe-1,1.926,Indirect,3.773,0.2636,0.0904,0.5754,0,5,-3.1740926,-5.1003926,-3.5421556,-5.4684556
252,SeGaAlS+SGaAlSe-1,2.382,Indirect,3.686,0.2615,0.0654,0.2394,0.3491,6,-3.3943313,-5.7761313,-3.4183242,-5.8001242
253,SeGaAlS+SeInGaS,2.211,Indirect,3.755,0.0981,0.2193,0.74,0,5,-4.081922,-6.293122,-3.4089526,-5.6201526
254,InSe+InGaS2,1.622,Indirect,3.916,0.5925,0.049,0.4193,0.2643,5,-4.7467575,-6.3683575,-4.7305192,-6.3521192
255,SeGaAlS+SeInAlTe-3,1.887,Indirect,3.882,0.2997,0.0033,0.0729,0.516,2,-3.6785908,-5.5652908,-3.8470021,-5.7337021
256,InTe+InGaS2,0.224,Direct,4.075,0.0005,0.6773,0.0006,0.6781,1,-5.4206746,-5.6449746,-5.3866694,-5.6109694
257,InSe+SeInGaTe,1.459,Indirect,4.085,0.1792,0.4437,0.4955,0.1805,6,-4.4279692,-5.8873692,-4.3927588,-5.8521588
258,SeGaAlS+SInGaTe-3,2.031,Indirect,3.857,0.51,0.0262,0.0623,0.5269,2,-3.6525241,-5.6836241,-3.8035675,-5.8346675
259,SeGaAlS+SGaAlSe-2,2.558,Indirect,3.686,0.0521,0.2217,0.3327,0.2511,5,-4.1688265,-6.7273265,-3.904033,-6.462533
260,SeGaAlS+SeInGaTe-3,2.044,Indirect,3.889,0.4566,0.053,0.0904,0.5089,2,-3.1611169,-5.2052169,-4.3152235,-6.3593235
261,InSe+InAlSe2,1.866,Indirect,3.983,0.205,0.3678,0.5017,0.1287,6,-4.6358964,-6.5019964,-3.9715776,-5.8376776
262,InSe+SeGaAlTe-1,1.776,Direct,4.011,0.4538,0.1421,0.284,0.3341,6,-3.4430524,-5.2191524,-4.2341517,-6.0102517
263,InTe+SeInGaTe,1.313,Indirect,4.231,0.4942,0.1373,0.4694,0.1964,6,-4.2741746,-5.5872746,-4.2313669,-5.5444669
264,SeGaAlS+SeInAlTe-2,2.115,Indirect,3.881,0.0226,0.4961,0.2427,0.3517,5,-4.2942628,-6.4089628,-4.2607202,-6.3754202
265,InTe+SInGaSe,0.845,Direct,4.117,0.506,0.1375,0.0007,0.6742,5,-4.9468523,-5.7920523,-4.9110855,-5.7562855
266,InSe+Ga2SeTe,1.619,Indirect,4.019,0.503,0.1296,0.4642,0.2152,6,-3.8616723,-5.4802723,-4.2840765,-5.9026765
267,InSe+Al2SeTe,1.986,Indirect,4,0.112,0.457,0.3454,0.183,5,-3.680847,-5.666447,-3.9459462,-5.9315462
268,InTe+GaAlTe2,1.683,Indirect,4.228,0.0483,0.5141,0.4483,0.1299,5,-3.8958357,-5.5789357,-3.5220641,-5.2051641
269,SeGaAlS+SGaAlTe-3,1.909,Indirect,3.777,0.3697,0.0125,0.0658,0.5133,2,-3.1178881,-5.0270881,-4.5868746,-6.4960746
270,InSe+SeInGaS,1.487,Direct,3.954,0.5926,0.0441,0.3115,0.352,5,-4.6707855,-6.1575855,-4.6779285,-6.1647285
271,SeGaAlS+SeInGaS-2,2.108,Indirect,3.756,0.6015,0.0363,0.0949,0.5003,2,-3.9913284,-6.0997284,-4.4038481,-6.5122481
272,InTe+SGaAlSe,1.178,Direct,4.021,0.5049,0.0678,0.0002,0.6848,2,-4.999187,-6.176687,-4.0722461,-5.2497461
273,SeInAlS+SInAlTe-3,1.75,Indirect,3.913,0.3466,0.0116,0.0625,0.5468,2,-2.9997455,-4.7494455,-4.9716603,-6.7213603
274,SeInAlS+SeInGaS,2.096,Indirect,3.819,0.4073,0.1735,0.4908,0.1847,6,-4.3477493,-6.4433493,-3.471582,-5.567182
275,SeInAlS+SeInGaS-2,1.492,Direct,3.817,0.5984,0.0398,0,0.733,2,-4.2006098,-5.6930098,-4.9922001,-6.4846001
276,SeInAlS+SeInGaTe-2,1.819,Indirect,3.956,0.0459,0.4405,0.3115,0.3362,5,-4.4428315,-6.2621315,-4.4757095,-6.2950095
277,SeInAlS+SInGaSe-3,1.62,Direct,3.829,0.5736,0.0535,0,0.7315,2,-4.2084717,-5.8288717,-4.3393728,-5.9597728
278,SeInAlS+TeInGaSe-2,1.052,Direct,3.944,0.485,0.1318,0.6968,0,5,-4.2996121,-5.3512121,-4.3998645,-5.4514645
279,SeInAlS+SGaAlTe-1,2.024,Indirect,3.834,0.0645,0.2437,0.5663,0.0007,5,-3.4122142,-5.4360142,-3.4265194,-5.4503194
280,SeInAlS+SInGaSe-2,2.024,Direct,3.829,0.4652,0.1412,0,0.7319,5,-4.3542823,-6.3779823,-4.3819537,-6.4056537
281,SeInAlS+SGaAlSe-3,1.426,Indirect,3.746,0.3173,0.0091,0,0.7387,2,-3.9832059,-5.4088059,-4.1335414,-5.5591414
282,SeInAlS+SeInAlTe-3,1.926,Indirect,3.95,0.3087,0.0323,0.0896,0.5229,2,-2.9947665,-4.9208665,-4.7009267,-6.6270267
283,SeInAlS+SGaAlSe-1,2.011,Indirect,3.748,0.0425,0.2638,0.0008,0.7377,1,-3.4763962,-5.4878962,-3.4273347,-5.4388347
284,SeInAlS+TeGaAlSe-2,1.589,Indirect,3.876,0.048,0.2415,0.6866,0,2,-3.9803047,-5.5690047,-4.0491251,-5.6378251
285,SeInAlS+TeInAlSe-2,0.81,Direct,3.927,0.0492,0.4327,0.6964,0,2,-4.2729317,-5.0825317,-4.3171967,-5.1267967
286,SeInAlS+SInGaTe-2,1.827,Direct,3.916,0.0613,0.4267,0.682,0.0003,2,-4.4831635,-6.3102635,-4.4872053,-6.3143053
287,SeInAlS+TeGaAlSe,0.865,Direct,3.875,0.0532,0.4375,0.6865,0,2,-4.4212508,-5.2860508,-3.5225581,-4.3873581
288,SeInAlTe+SeInGaTe,1.739,Indirect,4.09,0.0668,0.2947,0.5171,0.1396,5,-3.7527433,-5.4921433,-3.6286364,-5.3680364
289,SeInAlS+TeInGaS,0.425,Direct,3.892,0.6994,0,0.7006,0,1,-4.2219658,-4.6471658,-4.1903347,-4.6155347
290,SeInAlTe+SInGaSe-1,1.614,Indirect,3.975,0.5647,0.0681,0.3957,0.2528,5,-4.0589756,-5.6726756,-4.0089531,-5.6226531
291,SeInAlTe+SGaAlSe-2,2.127,Indirect,3.883,0.5515,0.036,0.3812,0.2122,5,-4.3781779,-6.5050779,-4.381682,-6.508582
292,SeInAlS+SeInAlTe,1.302,Indirect,3.949,0.0828,0.428,0.4923,0.0941,2,-5.2548718,-6.5564718,-3.7990082,-5.1006082
293,SeInAlS+SInGaTe-3,2.057,Indirect,3.916,0.4818,0.0427,0.098,0.5247,2,-3.7944163,-5.8511163,-3.9582312,-6.0149312
294,SeInAlS+SGaAlTe-3,1.619,Indirect,3.835,0.3724,0.014,0,0.7313,2,-3.1270297,-4.7458297,-4.9242317,-6.5430317
295,SeInAlS+TeInAlSe,0.382,Direct,3.92,0.6943,0,0.695,0,1,-4.1818765,-4.5641765,-4.1086494,-4.4909494
296,SeInAlS+SeInAlTe-2,1.87,Indirect,3.946,0.026,0.4498,0.3348,0.2718,5,-4.5799735,-6.4498735,-4.5744304,-6.4443304
297,SeInAlTe+SInGaSe-2,1.427,Direct,3.973,0.5565,0.0753,0.2659,0.3345,5,-4.8319052,-6.2591052,-4.8615531,-6.2887531
298,SeInAlS+SInAlTe-2,2.038,Indirect,3.911,0.0278,0.4465,0.3492,0.2481,5,-4.6275466,-6.6658466,-4.5943273,-6.6326273
299,SeInAlS+TeInGaSe,-0.457,Direct,3.941,0.6829,0.0079,0.2555,0.293,3,-4.5946401,-4.1374401,-4.5512832,-4.0940832
300,SeInAlS+SeInGaTe-3,1.957,Indirect,3.955,0.0993,0.4098,0.1467,0.4855,5,-3.9072229,-5.8645229,-4.0541107,-6.0114107
301,SeInAlS+SInAlSe-2,2.145,Indirect,3.815,0.0593,0.2306,0,0.7334,5,-4.4602373,-6.6053373,-4.4374314,-6.5825314
302,SeInAlTe+TeGaAlSe,1.76,Indirect,4.015,0.0284,0.3074,0.6636,0,2,-4.0243687,-5.7839687,-3.0097297,-4.7693297
303,SeInAlS+SeInAlS,1.499,Indirect,3.8,0.0073,0.2839,0.734,0,2,-4.2651559,-5.7643559,-4.1138969,-5.6130969
304,SeInAlTe+SGaAlSe-1,1.973,Indirect,3.889,0.5541,0.0303,0.3683,0.2304,5,-3.5665593,-5.5391593,-3.4620052,-5.4346052
305,SeInAlTe+SeInGaS,1.473,Direct,3.966,0.6023,0.031,0.3539,0.2676,5,-4.6424926,-6.1151926,-3.8139172,-5.2866172
306,SeInAlS+TeInGaS-2,0.426,Direct,3.895,0.6988,0,0.7006,0,1,-4.8710066,-5.2965066,-4.996092,-5.421592
307,SeInAlS+SInAlSe-3,1.414,Indirect,3.818,0.322,0.0039,0,0.7321,2,-4.089055,-5.502555,-4.275435,-5.688935
308,SeInAlS+SInAlTe-1,2.081,Indirect,3.91,0.0874,0.4082,0.2445,0.364,5,-3.464797,-5.545997,-3.5067669,-5.5879669
309,SeInAlS+SInGaSe-1,2.254,Indirect,3.827,0.3355,0.2206,0.3847,0.2821,6,-3.7704958,-6.0243958,-3.4716024,-5.7255024
310,SeInAlS+SGaAlSe-2,1.96,Indirect,3.746,0.0294,0.2632,0,0.739,1,-4.2574169,-6.2177169,-4.2649051,-6.2252051
311,SeInAlS+SeInGaTe-1,1.633,Direct,3.958,0.0962,0.4208,0.675,0.0001,2,-3.9178059,-5.5507059,-3.903225,-5.536125
312,SeInAlS+SInGaTe-1,1.771,Direct,3.918,0.1173,0.3955,0.682,0.0001,5,-3.6977624,-5.4687624,-3.700442,-5.471442
313,SeInAlTe+SGaAlSe-3,1.373,Direct,3.889,0.5432,0.0444,0.0002,0.6509,2,-3.5683081,-4.9410081,-5.2252041,-6.5979041
314,SGaAlTe+TeInGaSe,0.813,Direct,3.978,0.0959,0.4993,0.6929,0,2,-4.2945604,-5.1072604,-3.4868598,-4.2995598
315,SGaAlTe+SGaAlTe-2,2.1,Direct,3.872,0.3844,0.2067,0.2643,0.2944,6,-3.2197213,-5.3192213,-3.2524348,-5.3519348
316,SGaAlTe+TeGaAlSe,1.06,Direct,3.908,0.0404,0.5521,0.681,0,2,-4.353945,-5.413945,-3.2777617,-4.3377617
317,SeInGaS+SGaAlSe-1,2.278,Indirect,3.761,0.2815,0.0758,0.001,0.7379,5,-3.6087157,-5.8870157,-3.6731715,-5.9514715
318,SeInGaS+SeInGaTe-1,1.432,Indirect,3.977,0.1388,0.5223,0.2743,0.4081,6,-4.3916091,-5.8237091,-4.4713527,-5.9034527
319,SeInGaS+TeInGaSe,-0.333,Direct,3.966,0.6836,0.0071,0.2814,0.3678,3,-4.9857534,-4.6524534,-5.0345662,-4.7012662
320,SGaAlSe+SInAlSe,2.145,Indirect,3.76,0.0092,0.3214,0.4857,0.1118,2,-4.260666,-6.406066,-4.0684037,-6.2138037
321,SGaAlTe+TeGaAlSe-2,1.816,Indirect,3.905,0.2229,0.0941,0.6819,0,5,-3.5919643,-5.4074643,-4.3664693,-6.1819693
322,SeInGaS+TeInAlSe,0.429,Direct,3.945,0.6919,0,0.6941,0,1,-4.5964069,-5.0252069,-4.6091724,-5.0379724
323,SeInGaS+SGaAlTe-1,1.931,Indirect,3.854,0.2326,0.3856,0.2518,0.3851,6,-3.3958017,-5.3271017,-4.3671272,-6.2984272
324,SeInGaS+SInGaSe-1,1.957,Indirect,3.846,0.282,0.3503,0.2505,0.438,6,-4.1389541,-6.0963541,-4.1859578,-6.1433578
325,SeInGaTe+SGaAlTe-2,1.903,Indirect,3.987,0.4498,0.1532,0.4533,0.1458,6,-4.3062848,-6.2093848,-4.2614459,-6.1645459
326,SeInGaS+SeInGaS,1.868,Indirect,3.835,0.3738,0.2661,0.3733,0.3173,6,-4.4457792,-6.3137792,-4.395925,-6.263925
327,SGaAlSe+TeInGaSe-2,0.93,Direct,3.881,0.4012,0.217,0.7034,0,5,-4.133242,-5.063342,-4.2303278,-5.1604278
328,SeInGaTe+SInGaSe-2,1.412,Indirect,3.981,0.5432,0.0955,0.2808,0.3957,5,-4.7244777,-6.1365777,-4.7242991,-6.1363991
329,SGaAlSe+SGaAlTe-1,1.909,Indirect,3.778,0.1679,0.1864,0.5749,0,5,-3.2175642,-5.1262642,-3.3404626,-5.2491626
330,SGaAlTe+TeInGaS,0.112,Direct,3.928,0.6813,0.0069,0.6397,0.0276,1,-4.5901599,-4.7025599,-4.0439746,-4.1563746
331,SeInGaS+TeGaAlSe-2,0.828,Direct,3.894,0.0582,0.5745,0.6835,0,2,-4.494697,-5.322597,-4.484841,-5.312741
332,SGaAlTe+TeInGaSe-2,1.072,Direct,3.972,0.5431,0.0837,0.6939,0,1,-4.0198675,-5.0920675,-5.0681747,-6.1403747
333,SGaAlSe+SInAlTe,1.359,Direct,3.849,0.0451,0.5464,0.5641,0.0003,2,-5.3208316,-6.6796316,-3.3876443,-4.7464443
334,SeInGaS+SGaAlSe-3,2.171,Indirect,3.762,0.3126,0.0207,0,0.7386,2,-3.6692756,-5.8400756,-3.7525136,-5.9233136
335,SeInGaS+TeGaAlSe,0.849,Direct,3.896,0.0768,0.5715,0.6831,0,2,-4.4991667,-5.3485667,-4.4950337,-5.3444337
336,SeInGaTe+SGaAlSe-3,1.117,Direct,3.894,0.5425,0.0495,0.0006,0.685,2,-4.169486,-5.286386,-4.2757802,-5.3926802
337,SeInGaTe+SInAlTe,1.803,Indirect,4.053,0.1085,0.5109,0.4839,0.1143,2,-4.8046179,-6.6074179,-3.3111649,-5.1139649
338,SeInGaTe+SGaAlSe-1,1.533,Direct,3.895,0.5473,0.0423,0,0.6855,2,-3.7090443,-5.2422443,-3.7298886,-5.2630886
339,SGaAlSe+SGaAlTe-3,1.881,Indirect,3.778,0.372,0.0128,0.0606,0.5132,2,-3.1221913,-5.0032913,-4.825738,-6.706838
340,SeInGaTe+SGaAlTe-3,1.283,Indirect,3.985,0.5494,0.0379,0.1281,0.5231,2,-3.5000759,-4.7826759,-4.9374713,-6.2200713
341,SGaAlSe+TeGaAlSe,0.813,Indirect,3.82,0.0085,0.3146,0.6955,0,2,-4.2422051,-5.0551051,-3.2773222,-4.0902222
342,SeInGaTe+SeInGaTe-1,1.685,Indirect,4.099,0.306,0.3211,0.356,0.316,6,-4.1804712,-5.8651712,-4.1358339,-5.8205339
343,SeInGaS+SInAlTe-1,1.74,Indirect,3.93,0.1031,0.5362,0.1324,0.5264,5,-3.9644945,-5.7045945,-4.0923719,-5.8324719
344,SeInGaS+SInAlSe,1.807,Indirect,3.832,0.0569,0.5866,0.4827,0.1377,5,-4.7672339,-6.5737339,-4.6688959,-6.4753959
345,SeInGaS+TeInGaS,0.432,Direct,3.911,0.6977,0,0.6993,0,1,-4.6442006,-5.0757006,-4.7007601,-5.1322601
346,SeInGaS+SGaAlSe-2,2.052,Indirect,3.761,0.0507,0.5857,0.5003,0.087,2,-4.676305,-6.728405,-4.0233679,-6.0754679
347,SeInGaS+SGaAlTe-3,1.963,Direct,3.855,0.1584,0.4679,0.22,0.3978,6,-3.3339278,-5.2965278,-4.3497398,-6.3123398
348,SGaAlSe+TeGaAlSe-2,1.486,Indirect,3.819,0.1266,0.1858,0.6958,0,5,-3.5684019,-5.0543019,-4.2058572,-5.6917572
349,SeInGaS+SInGaTe-1,1.668,Indirect,3.937,0.1352,0.5176,0.202,0.4754,6,-4.1894627,-5.8574627,-4.2798201,-5.9478201
350,SeInGaTe+SGaAlSe,2.073,Indirect,3.895,0.0199,0.5488,0.5206,0.0728,2,-4.5273372,-6.6002372,-3.1437533,-5.2166533
351,SInGaSe+TeInGaSe,-0.631,Direct,3.963,0.6885,0.0026,0.2108,0.4289,3,-4.9822469,-4.3509469,-4.9825326,-4.3512326
