,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,form-energy,,
9654,InGaSe2+SeInGaTe,0.691,Indirect,4.01,0.1127,0.5319,0.477,0.2033,5,-0.18737477,,
9655,InGaSe2+SGaAlSe,1.207,Indirect,3.816,0.0744,0.544,0.5263,0.062,2,-0.07624222,,
9656,InGaSe2+SGaAlTe,0.832,Indirect,3.895,0.08,0.5491,0.498,0.0831,2,-0.21926403,,
9657,InGaSe2+SInAlSe,1.112,Indirect,3.866,0.0756,0.5483,0.4939,0.1327,5,-0.1844492,,
9658,InGaSe2+SInAlTe,0.715,Indirect,3.969,0.0794,0.557,0.4834,0.1191,2,-0.21462928,,
9659,InGaSe2+SInGaSe,1.073,Indirect,3.878,0.2538,0.3777,0.4609,0.2308,6,-0.2057007,,
9660,InGaSe2+SInGaTe,0.734,Direct,3.984,0.0985,0.5395,0.6687,0.0038,2,-0.21953049,,
9661,InGaSe2+TeGaAlS,0.314,Direct,3.891,0.0639,0.5637,0.6846,0,2,-0.18762274,,
9662,InGaSe2+TeGaAlSe,0.426,Direct,3.937,0.0737,0.5579,0.6768,0,2,-0.21367058,,
9663,InGaSe2+TeInAlS,-0.061,Indirect,3.95,0.6867,0.0031,0.6933,0,3,-0.21043273,,
9664,InGaSe2+TeInAlSe,-0.012,Indirect,3.988,0.6876,0,0.6878,0,3,-0.19380286,,
9665,InGaSe2+TeInGaS,0.004,Indirect,3.95,0.6951,0,0.6951,0,1,-0.20733961,,
9666,InGaSe2+TeInGaSe,0.112,Direct,4.011,0.321,0.316,0.6892,0,5,-0.18765081,,
9667,InGaTe2+SeGaAlS,0.372,Direct,3.973,0.5274,0.0108,0,0.6921,2,0.47254088,,
9668,InGaTe2+SeGaAlTe,0.985,Indirect,4.092,0.0351,0.5165,0.4793,0.118,2,-0.08752103,,
9669,InGaTe2+SeInAlS,0.607,Direct,4.037,0.4777,0.0186,0.0001,0.6846,2,0.16391676,,
9670,InGaTe2+SeInAlTe,1.001,Indirect,4.151,0.0384,0.5029,0.4194,0.1944,5,-0.19063473,,
9671,InGaTe2+SeInGaS,0.005,Indirect,4.06,0.4494,0.1928,0.0003,0.6823,5,0.08393108,,
9672,InGaTe2+SeInGaTe,0.869,Indirect,4.164,0.3697,0.256,0.4179,0.2491,6,-0.21082224,,
9673,InGaTe2+SGaAlSe,0.445,Direct,3.973,0.512,0.0704,0.0006,0.6899,2,0.39065253,,
9674,InGaTe2+SGaAlTe,1.04,Indirect,4.059,0.0258,0.532,0.5173,0.0739,2,0.01228302,,
9675,InGaTe2+SInAlSe,0.733,Direct,4.045,0.4646,0.0552,0.0003,0.6843,2,0.09878983,,
9676,InGaTe2+SInAlTe,1.053,Indirect,4.119,0.0273,0.5198,0.4575,0.1492,5,-0.14451746,,
9677,InGaTe2+SInGaSe,0.19,Direct,4.061,0.5386,0.1001,0.0008,0.682,2,0.04150083,,
9678,InGaTe2+SInGaTe,0.973,Indirect,4.129,0.4381,0.2072,0.4261,0.2376,6,-0.16951624,,
9679,InGaTe2+TeGaAlS,0.878,Direct,4.056,0.4617,0.0209,0.0001,0.6828,2,0.09206611,,
9680,InGaTe2+TeGaAlSe,1.022,Direct,4.095,0.4219,0.0663,0.0006,0.6785,2,-0.06100691,,
9681,InGaTe2+TeInAlS,0.442,Direct,4.107,0.4461,0.0401,0.6782,0,1,-0.07777458,,
9682,InGaTe2+TeInAlSe,0.557,Direct,4.134,0.3923,0.0913,0.6758,0,1,-0.16152414,,
9683,InGaTe2+TeInGaS,0.28,Direct,4.137,0.5907,0.0405,0.0012,0.6745,2,-0.13087279,,
9684,InGaTe2+TeInGaSe,0.4,Indirect,4.147,0.5053,0.125,0.3716,0.3021,5,-0.19262371,,
9685,SeGaAlS+SeGaAlTe,0.677,Indirect,3.813,0.0077,0.2525,0.5693,0.0015,2,-0.04031243,,
9686,SeGaAlS+SeInAlS,0.635,Indirect,3.742,0.0184,0.248,0.74,0,2,-0.15208676,,
9687,SeGaAlS+SeInAlTe,0.805,Direct,3.879,0.0569,0.4864,0.6556,0.0005,2,0.13391441,,
9688,SeGaAlS+SeInGaS,1.206,Direct,3.755,0.5129,0.1066,0.739,0,1,-0.1430246,,
9689,SeGaAlS+SeInGaTe,0.596,Direct,3.884,0.0848,0.4734,0.6864,0.0017,2,0.14647594,,
9690,SeGaAlS+SGaAlSe,1.437,Indirect,3.687,0.0149,0.259,0.4758,0.1073,2,-0.19636237,,
9691,SeGaAlS+SGaAlTe,0.47,Indirect,3.765,0.0103,0.2541,0.5755,0.0013,2,-0.13265775,,
9692,SeGaAlS+SInAlSe,1.444,Indirect,3.759,0.0117,0.2536,0.4546,0.1506,5,-0.14367145,,
9693,SeGaAlS+SInAlTe,0.845,Indirect,3.832,0.0083,0.2516,0.5658,0.0018,2,0.03426825,,
9694,SeGaAlS+SInGaSe,1.524,Indirect,3.774,0.0125,0.2549,0.4039,0.2478,5,-0.13735171,,
9695,SeGaAlS+SInGaTe,0.553,Direct,3.852,0.0738,0.4704,0.6923,0.0013,2,0.03752882,,
9696,SeGaAlS+TeGaAlS,-0.028,Indirect,3.77,0.0091,0.252,0.7033,0,3,-0.12251474,,
9697,SeGaAlS+TeGaAlSe,0.223,Indirect,3.818,0.0066,0.2518,0.695,0,2,-0.0389767,,
9698,SeGaAlS+TeInAlS,-0.282,Indirect,3.798,0.1764,0.1135,0.7037,0,3,-0.05586903,,
9699,SeGaAlS+TeInAlSe,-0.122,Indirect,3.85,0.0284,0.2344,0.7017,0,3,0.079743,,
9700,SeGaAlS+TeInGaS,-0.043,Indirect,3.825,0.704,0,0.7072,0,3,-0.00123403,,
9701,SeGaAlS+TeInGaSe,0.012,Indirect,3.876,0.5029,0.1454,0.703,0,5,0.11566497,,
9702,SeGaAlTe+SeInAlS,1.178,Indirect,3.886,0.0183,0.3709,0.7272,0,2,-0.13943761,,
9703,SeGaAlTe+SeInAlTe,0.859,Indirect,4.014,0.0493,0.5481,0.4295,0.1573,5,-0.17962609,,
9704,SeGaAlTe+SeInGaS,0.915,Indirect,3.903,0.5763,0.0565,0.3138,0.3009,5,-0.17081463,,
9705,SeGaAlTe+SeInGaTe,0.823,Indirect,4.02,0.0833,0.5207,0.4387,0.2007,5,-0.18611907,,
9706,SeGaAlTe+SGaAlSe,1.322,Indirect,3.842,0.0162,0.3809,0.5207,0.0589,2,-0.02731317,,
9707,SeGaAlTe+SGaAlTe,1.032,Indirect,3.911,0.1139,0.4837,0.5014,0.0668,2,-0.19794228,,
9708,SeGaAlTe+SInAlSe,1.281,Indirect,3.887,0.0184,0.3811,0.4528,0.1448,5,-0.16326116,,
9709,SeGaAlTe+SInAlTe,0.975,Indirect,3.981,0.05,0.5482,0.4371,0.144,5,-0.20365236,,
9710,SeGaAlTe+SInGaSe,1.161,Indirect,3.9,0.4175,0.2085,0.4054,0.2317,6,-0.18762547,,
9711,SeGaAlTe+SInGaTe,0.998,Indirect,3.986,0.0891,0.5133,0.4416,0.193,5,-0.21124002,,
9712,SeGaAlTe+TeGaAlS,0.667,Indirect,3.91,0.0116,0.3838,0.6815,0,2,-0.1678632,,
9713,SeGaAlTe+TeGaAlSe,0.782,Indirect,3.935,0.0145,0.389,0.6776,0,2,-0.19508416,,
9714,SeGaAlTe+TeInAlS,0.001,Direct,3.937,0.1691,0.4125,0.6908,0.0016,5,-0.18944118,,
9715,SeGaAlTe+TeInAlSe,0.06,Direct,4.006,0.0713,0.5269,0.688,0,2,-0.18797304,,
9716,SeGaAlTe+TeInGaS,0.079,Direct,3.95,0.5444,0.0877,0.6972,0,1,-0.18928325,,
9717,SeGaAlTe+TeInGaSe,0.342,Direct,4.011,0.3753,0.2472,0.6891,0,5,-0.1873462,,
9718,Al2STe+Ga2SeTe,1.179,Direct,3.903,0.5338,0.0665,0.0089,0.5491,2,-0.1794665,,
9719,Al2STe+Ga2SSe,0.4,Direct,3.773,0.6083,0.0252,0.0003,0.5739,2,-0.16494043,,
9720,Al2STe+Ga2STe,0.631,Direct,3.856,0.6034,0.022,0.0003,0.5623,2,-0.19908786,,
9721,Al2STe+GaAlS2,0.582,Indirect,3.726,0.0988,0.1427,0.0001,0.5809,5,-0.03517197,,
9722,Al2STe+GaAlSe2,1.012,Indirect,3.808,0.043,0.1975,0.0004,0.5691,1,-0.19792215,,
9723,Al2STe+GaAlTe2,1.068,Indirect,3.973,0.0096,0.2229,0.6708,0.0001,2,-0.06279117,,
9724,Al2STe+In2SeTe,0.917,Direct,4.015,0.3309,0.1916,0.6892,0,5,0.04189724,,
9725,Al2STe+In2SSe,0.932,Direct,3.919,0.5305,0.0626,0.0014,0.553,2,-0.17119768,,
9726,Al2STe+In2STe,0.695,Direct,3.98,0.5026,0.0857,0.6928,0,1,-0.04029505,,
9727,Al2STe+InAlS2,0.766,Indirect,3.767,0.1191,0.1283,0.0003,0.5748,5,-0.15686312,,
9728,Al2STe+InAlSe2,1.201,Indirect,3.867,0.0627,0.184,0.0004,0.5605,5,-0.19636776,,
9729,Al2STe+InAlTe2,0.45,Indirect,4.017,0.015,0.2187,0.6876,0,2,0.07620296,,
9730,Al2STe+InGaS2,0.382,Direct,3.782,0.5901,0.0377,0.0007,0.5726,2,-0.18272424,,
9731,Al2STe+InGaSe2,1.01,Direct,3.876,0.5326,0.0701,0.0017,0.5585,2,-0.19829827,,
9732,Al2STe+InGaTe2,0.788,Indirect,4.028,0.0963,0.1978,0.688,0,5,0.07680299,,
9733,Al2STe+SeGaAlS,0.737,Indirect,3.76,0.0931,0.1465,0.0002,0.5759,5,-0.13496613,,
9734,Al2STe+SeGaAlTe,1.291,Indirect,3.899,0.0166,0.218,0.4325,0.1138,5,-0.1885646,,
9735,Al2STe+SeInAlS,0.976,Indirect,3.821,0.1449,0.109,0.0002,0.5671,5,-0.19060501,,
9736,Al2STe+SeInAlTe,1.358,Indirect,3.968,0.0109,0.2226,0.3942,0.1606,5,-0.09549631,,
9737,Al2STe+SeInGaS,0.424,Direct,3.834,0.5914,0.0337,0.0006,0.5653,2,-0.20574013,,
9738,Al2STe+SeInGaTe,1.374,Indirect,3.966,0.0167,0.2227,0.3412,0.2402,5,-0.09468369,,
9739,Al2STe+SGaAlSe,0.751,Indirect,3.753,0.0649,0.1821,0.0006,0.5766,5,-0.14834458,,
9740,Al2STe+SGaAlTe,1.12,Indirect,3.844,0.0227,0.2146,0.2448,0.3228,5,-0.21906294,,
9741,Al2STe+SInAlSe,1.082,Indirect,3.827,0.0738,0.1747,0.0006,0.5664,5,-0.20273075,,
9742,Al2STe+SInAlTe,1.362,Indirect,3.918,0.0198,0.2145,0.3644,0.184,5,-0.15157599,,
9743,Al2STe+SInGaSe,0.94,Direct,3.842,0.5489,0.0613,0.0011,0.5637,2,-0.21709756,,
9744,Al2STe+SInGaTe,1.287,Indirect,3.931,0.0184,0.2205,0.6372,0.0362,2,-0.154814,,
9745,Al2STe+TeGaAlS,0.585,Indirect,3.844,0.0994,0.1426,0.6917,0,5,-0.19491949,,
9746,Al2STe+TeGaAlSe,0.815,Indirect,3.885,0.0434,0.1969,0.6852,0,2,-0.18026397,,
9747,Al2STe+TeInAlS,-0.083,Indirect,3.883,0.1902,0.0805,0.6989,0,3,-0.17269369,,
9748,Al2STe+TeInAlSe,0.174,Indirect,3.934,0.0871,0.1678,0.6942,0,5,-0.11625777,,
9749,Al2STe+TeInGaS,0.003,Indirect,3.905,0.6847,0.0045,0.6997,0,1,-0.16178034,,
9750,Al2STe+TeInGaSe,0.271,Direct,3.945,0.5229,0.076,0.6962,0,1,-0.1007607,,
9751,SeInAlS+SInGaTe,0.51,Direct,3.918,0.0756,0.43,0.6787,0.0034,2,-0.13110285,,
9752,SeInAlS+TeGaAlSe,0.167,Indirect,3.869,0.005,0.2777,0.6875,0,2,-0.16417544,,
9753,SeInAlS+TeInAlSe,-0.116,Indirect,3.921,0.0127,0.2719,0.6945,0,3,-0.09988011,,
9754,SeInAlS+TeGaAlS,-0.062,Indirect,3.821,0.0075,0.279,0.694,0,3,-0.18950088,,
9755,SeInAlS+TeInAlS,-0.196,Indirect,3.865,0.0532,0.2368,0.698,0,3,-0.1761131,,
9756,SeInAlS+TeInGaS,-0.033,Indirect,3.89,0.6962,0.0013,0.7011,0,3,-0.14199535,,
9757,SeInAlS+SeInAlTe,0.754,Indirect,3.955,0.0651,0.44,0.522,0.0701,2,-0.06216734,,
9758,SeInAlS+SeInGaS,1.134,Direct,3.814,0.3846,0.1912,0.7345,0.0002,5,-0.2032234,,
9759,SeInAlS+SeInGaTe,0.637,Direct,3.962,0.1031,0.4198,0.6708,0.0056,2,-0.06380278,,
9760,SeInAlS+SGaAlSe,0.942,Indirect,3.738,0.0062,0.2914,0.5196,0.0669,2,-0.17720479,,
9761,SeInAlS+SGaAlTe,0.54,Indirect,3.836,0.004,0.2806,0.5643,0.0032,2,-0.21440259,,
9762,SeInAlS+SInAlSe,1.089,Indirect,3.815,0.0062,0.2835,0.5287,0.0822,2,-0.20319392,,
9763,SeInAlS+SInAlTe,0.692,Direct,3.905,0.0606,0.4363,0.5538,0.0044,2,-0.1352356,,
9764,SeInAlS+SInGaSe,1.17,Indirect,3.832,0.0073,0.2808,0.5483,0.1304,2,-0.21325165,,
9765,SeInAlS+TeInGaSe,-0.002,Indirect,3.936,0.566,0.0877,0.6961,0,3,-0.07693379,,
9766,SeInAlTe+TeInGaSe,0.463,Direct,4.08,0.5421,0.0862,0.6814,0,1,-0.22775785,,
9767,SeInAlTe+SeInGaS,0.803,Indirect,3.979,0.6013,0.0303,0.4468,0.202,5,-0.08395715,,
9768,SeInAlTe+SeInGaTe,1.093,Indirect,4.088,0.2453,0.355,0.5094,0.1446,6,-0.23533883,,
9769,SeInAlTe+SGaAlSe,1.155,Indirect,3.915,0.0007,0.2967,0.5536,0.0257,2,0.15149562,,
9770,SeInAlTe+SGaAlTe,1.019,Indirect,3.969,0.0209,0.3287,0.5293,0.0479,2,-0.13126072,,
9771,SeInAlTe+SInAlSe,1.266,Indirect,3.964,0.017,0.3225,0.5304,0.0716,2,-0.08012164,,
9772,SeInAlTe+SInAlTe,1.093,Indirect,4.042,0.0101,0.321,0.5161,0.0691,2,-0.21531476,,
9773,SeInAlTe+SInGaSe,0.958,Indirect,3.98,0.5505,0.08,0.5136,0.144,5,-0.11607522,,
9774,SeInAlTe+SInGaTe,1.172,Indirect,4.047,0.2765,0.3289,0.542,0.1086,5,-0.22972834,,
9775,SeInAlTe+TeGaAlS,0.896,Indirect,3.977,0.0215,0.3098,0.6691,0,2,-0.08240874,,
9776,SeInAlTe+TeGaAlSe,1.054,Indirect,4.019,0.0169,0.3119,0.6638,0,2,-0.17479586,,
9777,SeInAlTe+TeInAlS,0.221,Indirect,4.022,0.0413,0.2791,0.6882,0,2,-0.17707894,,
9778,SeInAlTe+TeInAlSe,0.446,Direct,4.072,0.3455,0.1559,0.6812,0,5,-0.21530817,,
9779,SeInAlTe+TeInGaS,0.263,Direct,4.043,0.5934,0.0398,0.6867,0,1,-0.20111209,,
9780,SeInGaS+SeInGaTe,0.654,Direct,3.981,0.1509,0.5139,0.6669,0.0066,5,-0.11304969,,
9781,SeInGaS+SGaAlSe,1.103,Indirect,3.759,0.0503,0.5896,0.5133,0.0804,2,-0.16177426,,
9782,SeInGaS+SGaAlTe,0.596,Direct,3.858,0.0821,0.5643,0.5597,0.0057,2,-0.22597497,,
9783,SeInGaS+SInAlSe,1.024,Indirect,3.828,0.061,0.5819,0.4932,0.1319,5,-0.20997112,,
9784,SeInGaS+SInAlTe,0.714,Indirect,3.925,0.0942,0.5578,0.4688,0.1398,5,-0.16641314,,
9785,SeInGaS+SInGaSe,1.038,Indirect,3.844,0.1495,0.4949,0.4495,0.2406,6,-0.22195515,,
9786,SeInGaS+SInGaTe,0.446,Direct,3.93,0.1073,0.5502,0.6769,0.0035,2,-0.16937339,,
9787,SeInGaS+TeGaAlS,0.001,Direct,3.829,0.6943,0,0.694,0.0001,1,-0.19275542,,
9788,SeInGaS+TeGaAlSe,0.159,Direct,3.895,0.081,0.5658,0.6839,0,2,-0.18956308,,
9789,SeInGaS+TeInAlS,-0.113,Indirect,3.896,0.6921,0.0008,0.6973,0,3,-0.19356477,,
9790,SeInGaS+TeInAlSe,-0.072,Indirect,3.944,0.0734,0.5859,0.6939,0,3,-0.13883825,,
9791,SeInGaS+TeInGaS,-0.024,Indirect,3.907,0.6782,0.0161,0.7,0,3,-0.16981083,,
9792,SeInGaS+TeInGaSe,0.011,Indirect,3.966,0.6933,0,0.6475,0.0429,1,-0.11970114,,
9793,SeInGaTe+SGaAlSe,1.225,Indirect,3.902,0.4453,0.1479,0.5333,0.06,5,0.14450547,,
9794,SeInGaTe+SGaAlTe,1.033,Indirect,3.982,0.2678,0.3403,0.5274,0.0549,5,-0.12699956,,
9795,SeInGaTe+SInAlSe,1.285,Indirect,3.976,0.3563,0.193,0.5065,0.1091,5,-0.0663959,,
9796,SeInGaTe+SInAlTe,1.136,Indirect,4.045,0.1113,0.5073,0.4806,0.1202,5,-0.21203286,,
9797,SeInGaTe+SInGaSe,0.909,Indirect,3.99,0.5395,0.1,0.4535,0.2218,5,-0.10679229,,
9798,SeInGaTe+SInGaTe,1.055,Indirect,4.056,0.2397,0.3934,0.4861,0.1823,6,-0.22875951,,
9799,SeInGaTe+TeGaAlS,1.005,Indirect,3.99,0.0175,0.5601,0.6672,0,2,-0.06744054,,
9800,SeInGaTe+TeGaAlSe,1.122,Indirect,4.025,0.0257,0.5501,0.6619,0,2,-0.17068106,,
9801,SeInGaTe+TeInAlS,0.233,Direct,4.04,0.3681,0.1542,0.6857,0,5,-0.17445185,,
9802,SeInGaTe+TeInAlSe,0.393,Direct,4.056,0.2777,0.2701,0.6841,0,5,-0.20985347,,
9803,SeInGaTe+TeInGaS,0.325,Direct,4.057,0.5889,0.0486,0.686,0,1,-0.20279084,,
9804,SeInGaTe+TeInGaSe,0.497,Direct,4.092,0.525,0.1114,0.6818,0,1,-0.23306653,,
9805,SGaAlSe+SGaAlTe,0.36,Indirect,3.775,0.0093,0.3176,0.5748,0.0002,2,-0.12696306,,
9806,SGaAlSe+SInAlSe,1.333,Indirect,3.758,0.011,0.3181,0.4889,0.1121,2,-0.13353808,,
9807,SGaAlSe+SInAlTe,0.61,Direct,3.842,0.0379,0.5549,0.5649,0.0006,2,0.03457308,,
9808,SGaAlSe+SInGaSe,1.47,Indirect,3.771,0.012,0.3197,0.4511,0.1991,5,-0.12966496,,
9809,SGaAlSe+SInGaTe,0.273,Direct,3.852,0.0543,0.5421,0.6926,0.0006,2,0.04021534,,
9810,SGaAlSe+TeGaAlS,-0.067,Indirect,3.769,0.0071,0.3164,0.704,0,3,-0.1180029,,
9811,SGaAlSe+TeGaAlSe,0.095,Direct,3.812,0.0353,0.5621,0.6974,0,2,-0.03408689,,
9812,SGaAlSe+TeInAlS,-0.239,Indirect,3.804,0.1428,0.1666,0.7032,0,3,-0.05892383,,
9813,SGaAlSe+TeInAlSe,-0.137,Indirect,3.856,0.019,0.3007,0.7003,0,3,0.07486018,,
9814,SGaAlSe+TeInGaS,-0.044,Indirect,3.827,0.7016,0.0036,0.708,0,3,-0.0000538,,
9815,SGaAlSe+TeInGaSe,-0.003,Indirect,3.872,0.4118,0.2436,0.7032,0,3,0.11218803,,
9816,SGaAlTe+SInAlSe,1.097,Indirect,3.837,0.0106,0.3862,0.4943,0.1018,2,-0.17967628,,
9817,SGaAlTe+SInAlTe,0.667,Indirect,3.937,0.0396,0.5481,0.4982,0.0745,2,-0.15988622,,
9818,SGaAlTe+SInGaSe,1.178,Indirect,3.849,0.1122,0.4914,0.4479,0.1901,5,-0.19242781,,
9819,SGaAlTe+SInGaTe,0.596,Direct,3.936,0.0531,0.5391,0.6787,0.0009,2,-0.15398248,,
9820,SGaAlTe+TeGaAlS,0.127,Direct,3.862,0.0245,0.5694,0.6897,0,2,-0.18214978,,
9821,SGaAlTe+TeGaAlSe,0.27,Direct,3.911,0.0396,0.5525,0.6811,0,2,-0.17921872,,
9822,SGaAlTe+TeInAlS,-0.097,Indirect,3.908,0.0134,0.3815,0.6951,0,3,-0.18580542,,
9823,SGaAlTe+TeInAlSe,-0.073,Indirect,3.963,0.0329,0.5667,0.6916,0,3,-0.13808782,,
9824,SGaAlTe+TeInGaS,0.031,Direct,3.932,0.5675,0.0663,0.6989,0,1,-0.16744434,,
9825,SGaAlTe+TeInGaSe,0.069,Direct,3.977,0.0707,0.5238,0.6936,0,2,-0.12283313,,
9826,SInAlSe+SInAlTe,0.694,Direct,3.918,0.0515,0.4628,0.5544,0.0008,2,-0.14543984,,
9827,SInAlSe+SInGaSe,1.249,Indirect,3.844,0.007,0.3167,0.5716,0.0966,2,-0.20479124,,
9828,SInAlSe+SInGaTe,0.541,Direct,3.941,0.0717,0.4534,0.6771,0.0011,2,-0.14224507,,
9829,SInAlSe+TeGaAlS,-0.062,Indirect,3.831,0.0075,0.3156,0.6936,0,3,-0.18280721,,
9830,SInAlSe+TeGaAlSe,0.211,Indirect,3.888,0.0048,0.3094,0.6837,0,2,-0.17150023,,
9831,SInAlSe+TeInAlS,-0.166,Indirect,3.883,0.0374,0.2777,0.6973,0,3,-0.18307064,,
9832,SInAlSe+TeInAlSe,-0.074,Indirect,3.934,0.0095,0.3006,0.6943,0,3,-0.11815883,,
9833,SInAlSe+TeInGaS,-0.007,Indirect,3.901,0.6977,0,0.6996,0,3,-0.15301926,,
9834,SInAlSe+TeInGaSe,0.006,Direct,3.943,0.6944,0,0.2009,0.351,5,-0.09432476,,
9835,SInAlTe+SInGaSe,1.17,Indirect,3.934,0.4619,0.1613,0.5579,0.1002,5,-0.16164815,,
9836,SInAlTe+SInGaTe,1.042,Indirect,4.026,0.1459,0.459,0.5507,0.0955,5,-0.22204438,,
9837,SInAlTe+TeGaAlS,0.539,Indirect,3.944,0.0068,0.3496,0.676,0,2,-0.1354767,,
9838,SInAlTe+TeGaAlSe,0.803,Indirect,3.976,0.0101,0.3446,0.6701,0,2,-0.19469721,,
9839,SInAlTe+TeInAlS,-0.035,Indirect,3.988,0.0184,0.3253,0.6892,0,3,-0.1958738,,
9840,SInAlTe+TeInAlSe,0.175,Direct,4.034,0.115,0.4745,0.6857,0,2,-0.21021553,,
9841,SInAlTe+TeInGaS,0.147,Direct,3.996,0.5881,0.0464,0.6907,0,1,-0.2050974,,
9842,SInAlTe+TeInGaSe,0.435,Direct,4.054,0.5158,0.1132,0.6854,0,1,-0.21337218,,
9843,SInGaSe+SInGaTe,0.448,Direct,3.935,0.0808,0.5578,0.6782,0.0011,2,-0.16772561,,
9844,SInGaSe+TeGaAlS,0.017,Direct,3.854,0.0542,0.5772,0.6901,0,2,-0.19165541,,
9845,SInGaSe+TeGaAlSe,0.175,Direct,3.9,0.0644,0.5673,0.6828,0,2,-0.1877881,,
9846,SInGaSe+TeInAlS,-0.098,Indirect,3.909,0.0699,0.5767,0.6973,0,3,-0.19524602,,
9847,SInGaSe+TeInAlSe,-0.073,Indirect,3.952,0.6891,0,0.6932,0,3,-0.14217634,,
9848,SInGaSe+TeInGaS,-0.004,Indirect,3.919,0.6946,0.0009,0.6974,0,3,-0.17126749,,
9849,SInGaSe+TeInGaSe,0.005,Indirect,3.96,0.6927,0,0.6908,0.0015,1,-0.12577159,,
9850,SInGaTe+TeGaAlS,0.681,Direct,3.951,0.0465,0.5766,0.6734,0,2,-0.11961811,,
9851,SInGaTe+TeGaAlSe,0.8,Direct,3.995,0.0719,0.556,0.667,0,2,-0.1951969,,
9852,SInGaTe+TeInAlS,0.049,Direct,4.004,0.1228,0.4998,0.6886,0,2,-0.19724015,,
9853,SInGaTe+TeInAlSe,0.172,Direct,4.042,0.1102,0.5162,0.6841,0,2,-0.21422757,,
9854,SInGaTe+TeInGaS,0.197,Direct,4.017,0.5972,0.0415,0.6894,0,1,-0.21319619,,
9855,SInGaTe+TeInGaSe,0.424,Direct,4.052,0.4882,0.1539,0.6863,0,5,-0.22089496,,
9856,TeInAlS+TeInAlSe,0.001,Direct,3.983,0.6887,0.0004,0.1338,0.3481,5,-0.19786814,,
9857,TeInAlS+TeInGaSe,0.091,Direct,4.005,0.3971,0.1738,0.002,0.6856,5,-0.20656022,,
9858,TeInAlSe+TeInGaSe,0.242,Direct,4.066,0.4903,0.1025,0.0019,0.6785,2,-0.23424899,,
9859,TeGaAlSe+TeInAlSe,0.266,Direct,3.992,0.2251,0.2411,0.6888,0,5,-0.19199101,,
9860,TeGaAlSe+TeInGaSe,0.332,Direct,4,0.5067,0.0982,0.6906,0,1,-0.19177694,,
9861,TeInAlS+TeInGaS,-0.015,Indirect,3.968,0.0118,0.6788,0.0011,0.6918,3,-0.22053174,,
9862,TeInAlSe+TeInGaS,0.001,Direct,4.02,0.0603,0.6186,0.5191,0.1089,2,-0.2150189,,
9863,TeGaAlS+TeGaAlSe,0.74,Indirect,3.891,0.0198,0.2551,0.6843,0.0001,2,-0.19248462,,
9864,TeGaAlS+TeInAlS,-0.075,Indirect,3.892,0.1442,0.1428,0.698,0,3,-0.18643835,,
9865,TeGaAlS+TeInAlSe,0.061,Direct,3.943,0.1399,0.3314,0.6946,0,5,-0.13338541,,
9866,TeGaAlS+TeInGaS,-0.002,Indirect,3.913,0.6737,0.0101,0.6985,0,3,-0.17616064,,
9867,TeGaAlS+TeInGaSe,0.201,Direct,3.944,0.4467,0.1391,0.6967,0,5,-0.11813861,,
9868,TeGaAlSe+TeInAlS,0.002,Direct,3.946,0.3781,0.084,0.691,0.0006,1,-0.20460809,,
9869,TeGaAlSe+TeInGaS,0.059,Direct,3.961,0.5686,0.0558,0.695,0,1,-0.21111319,,
9870,TeInGaS+TeInGaSe,0.077,Direct,4.032,0.4447,0.1963,0.002,0.6849,5,-0.22913876,,
9871,Ga2SeTe+Ga2SSe,0.189,Direct,3.851,0.6002,0.0436,0.0002,0.693,2,-0.05565362,,
9872,Ga2SeTe+Ga2STe,0.524,Direct,3.922,0.5738,0.0617,0.0008,0.6812,2,-0.19443862,,
9873,Ga2SeTe+GaAlS2,0.733,Direct,3.793,0.5221,0.0396,0,0.7022,2,0.16609043,,
9874,Ga2SeTe+GaAlSe2,1.128,Direct,3.874,0.2978,0.2899,0.0006,0.6881,5,-0.13432758,,
9875,Ga2SeTe+GaAlTe2,0.964,Indirect,4.034,0.0659,0.582,0.3084,0.295,5,-0.18517721,,
9876,Ga2SeTe+In2SeTe,0.713,Indirect,4.09,0.2878,0.3479,0.0978,0.5659,5,-0.13189962,,
9877,Ga2SeTe+In2SSe,0.777,Indirect,3.979,0.4756,0.1475,0.0863,0.5742,5,-0.23022429,,
9878,Ga2SeTe+In2STe,0.682,Indirect,4.049,0.4241,0.2124,0.0944,0.5642,5,-0.17644357,,
9879,Ga2SeTe+InAlS2,0.896,Direct,3.857,0.4149,0.0917,0.0002,0.6907,2,-0.0700959,,
9880,Ga2SeTe+InAlSe2,1.201,Direct,3.933,0.2132,0.3608,0.0007,0.6796,5,-0.20487306,,
9881,Ga2SeTe+InAlTe2,0.469,Direct,4.094,0.0874,0.5605,0.6804,0,2,-0.10748217,,
9882,Ga2SeTe+InGaS2,0.203,Direct,3.873,0.5685,0.0729,0.0004,0.6886,2,-0.11917275,,
9883,Ga2SeTe+InGaSe2,0.781,Direct,3.951,0.4927,0.1388,0.0018,0.676,5,-0.22333512,,
9884,Ga2SeTe+InGaTe2,0.709,Direct,4.102,0.1778,0.4809,0.6788,0.0001,5,-0.10979996,,
9885,Ga2SeTe+SeGaAlS,0.949,Direct,3.837,0.441,0.0869,0.0001,0.6952,2,-0.0041652,,
